,Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
277017,'5764608310153945348',12/6/2020,-122.72,-18.49,32,115.20263700000001,-8.487992,POINT (115.202637 -8.487992)
277022,'5764608310153945378',12/6/2020,-120.5,-20.0,6,115.20435400000001,-8.488671,POINT (115.204354 -8.488671)
277028,'5764608310153945417',12/6/2020,-120.86,-18.65,56,115.203324,-8.485615,POINT (115.203324 -8.485614999999999)
277033,'5764608310153945443',12/6/2020,-122.69,-18.69,13,115.20435400000001,-8.485615,POINT (115.204354 -8.485614999999999)
277036,'5764608310153945464',12/6/2020,-121.4,-18.24,25,115.204697,-8.484596,POINT (115.204697 -8.484596)
277039,'5764608310153945524',12/6/2020,-123.0,-20.0,2,115.20675700000001,-8.486634,POINT (115.206757 -8.486634)
277047,'5764608310153945584',12/6/2020,-123.04,-18.23,49,115.20675700000001,-8.484596,POINT (115.206757 -8.484596)
277048,'5764608310153945586',12/6/2020,-124.07,-17.43,56,115.2071,-8.484596,POINT (115.2071 -8.484596)
277049,'5764608310153945596',12/6/2020,-121.0,-18.5,1,115.207444,-8.483917,POINT (115.207444 -8.483917)
277050,'5764608310153945611',12/6/2020,-120.4,-19.65,10,115.20916000000001,-8.493764,POINT (115.20916 -8.493764000000001)
277051,'5764608310153945613',12/6/2020,-121.31,-19.89,19,115.208817,-8.493085,POINT (115.208817 -8.493085000000001)
277056,'5764608310153945638',12/6/2020,-123.43,-20.0,7,115.209847,-8.493425,POINT (115.209847 -8.493425)
277057,'5764608310153945639',12/6/2020,-125.07,-20.0,13,115.209847,-8.493085,POINT (115.209847 -8.493085000000001)
277059,'5764608310153945652',12/6/2020,-126.3,-19.45,10,115.20950400000001,-8.492067,POINT (115.209504 -8.492067)
277072,'5764608310153945715',12/6/2020,-120.38,-17.88,8,115.209847,-8.48969,POINT (115.209847 -8.48969)
277073,'5764608310153945716',12/6/2020,-124.5,-20.0,2,115.20950400000001,-8.48935,POINT (115.209504 -8.48935)
277075,'5764608310153945724',12/6/2020,-129.0,-19.67,3,115.21019,-8.48935,POINT (115.21019 -8.48935)
277076,'5764608310153945741',12/6/2020,-128.0,-20.0,9,115.21156299999998,-8.493085,POINT (115.211563 -8.493085000000001)
277079,'5764608310153945755',12/6/2020,-126.63,-19.5,8,115.21190700000001,-8.492405999999999,POINT (115.211907 -8.492405999999999)
277084,'5764608310153945772',12/6/2020,-124.0,-20.0,3,115.21293700000001,-8.493425,POINT (115.212937 -8.493425)
277085,'5764608310153945775',12/6/2020,-120.5,-20.0,6,115.21328000000001,-8.493085,POINT (115.21328 -8.493085000000001)
277087,'5764608310153945783',12/6/2020,-121.44,-19.67,18,115.212593,-8.491727000000001,POINT (115.212593 -8.491727000000001)
277090,'5764608310153945799',12/6/2020,-124.2,-18.35,10,115.21122,-8.490369,POINT (115.21122 -8.490368999999999)
277093,'5764608310153945811',12/6/2020,-124.33,-17.17,3,115.21122,-8.48969,POINT (115.21122 -8.48969)
277096,'5764608310153945815',12/6/2020,-120.57,-20.0,51,115.21122,-8.48901,POINT (115.21122 -8.48901)
277097,'5764608310153945827',12/6/2020,-121.16,-18.1,94,115.212593,-8.491048,POINT (115.212593 -8.491047999999999)
277099,'5764608310153945847',12/6/2020,-124.31,-18.88,13,115.212593,-8.48901,POINT (115.212593 -8.48901)
277108,'5764608310153945951',12/6/2020,-122.71,-20.0,7,115.20916000000001,-8.483577,POINT (115.20916 -8.483577)
277114,'5764608310153945969',12/6/2020,-122.83,-20.0,6,115.20950400000001,-8.484257000000001,POINT (115.209504 -8.484257000000001)
277120,'5764608310153945988',12/6/2020,-122.62,-19.42,13,115.210877,-8.487992,POINT (115.210877 -8.487992)
277123,'5764608310153946012',12/6/2020,-121.0,-20.0,2,115.21156299999998,-8.486634,POINT (115.211563 -8.486634)
277125,'5764608310153946044',12/6/2020,-124.5,-20.0,6,115.21293700000001,-8.486634,POINT (115.212937 -8.486634)
277127,'5764608310153946064',12/6/2020,-120.65,-17.85,43,115.210877,-8.484596,POINT (115.210877 -8.484596)
277129,'5764608310153946068',12/6/2020,-120.33,-19.83,6,115.210877,-8.483917,POINT (115.210877 -8.483917)
277131,'5764608310153946072',12/6/2020,-124.3,-18.8,10,115.21156299999998,-8.484596,POINT (115.211563 -8.484596)
277132,'5764608310153946074',12/6/2020,-122.62,-18.75,182,115.21190700000001,-8.484596,POINT (115.211907 -8.484596)
277133,'5764608310153946076',12/6/2020,-120.96,-19.14,25,115.21156299999998,-8.483917,POINT (115.211563 -8.483917)
277135,'5764608310153946084',12/6/2020,-126.83,-20.0,6,115.21225,-8.485275,POINT (115.21225 -8.485275)
277136,'5764608310153946092',12/6/2020,-125.07,-17.53,29,115.21293700000001,-8.485275,POINT (115.212937 -8.485275)
277137,'5764608310153946098',12/6/2020,-123.89,-15.9,327,115.212593,-8.484596,POINT (115.212593 -8.484596)
277139,'5764608310153946104',12/6/2020,-124.23,-16.13,35,115.21293700000001,-8.484596,POINT (115.212937 -8.484596)
277140,'5764608310153946106',12/6/2020,-123.81,-15.65,507,115.21328000000001,-8.484596,POINT (115.21328 -8.484596)
277142,'5764608310153946117',12/6/2020,-127.38,-19.25,8,115.20263700000001,-8.482219,POINT (115.202637 -8.482219000000001)
277145,'5764608310153946125',12/6/2020,-120.86,-17.62,617,115.203324,-8.482219,POINT (115.203324 -8.482219000000001)
277146,'5764608310153946127',12/6/2020,-129.0,-20.0,4,115.203667,-8.482219,POINT (115.203667 -8.482219000000001)
277147,'5764608310153946129',12/6/2020,-128.08,-19.92,12,115.20263700000001,-8.481539999999999,POINT (115.202637 -8.481539999999999)
277148,'5764608310153946131',12/6/2020,-129.0,-19.9,5,115.20298000000001,-8.481539999999999,POINT (115.20298 -8.481539999999999)
277149,'5764608310153946132',12/6/2020,-120.78,-19.78,87,115.20263700000001,-8.4812,POINT (115.202637 -8.481199999999999)
277152,'5764608310153946136',12/6/2020,-126.62,-20.0,8,115.203324,-8.48188,POINT (115.203324 -8.48188)
277154,'5764608310153946140',12/6/2020,-122.57,-18.79,14,115.203324,-8.4812,POINT (115.203324 -8.481199999999999)
277158,'5764608310153946148',12/6/2020,-120.03,-17.89,175,115.20401000000001,-8.482559,POINT (115.20401 -8.482559)
277159,'5764608310153946149',12/6/2020,-120.48,-19.91,116,115.20401000000001,-8.482219,POINT (115.20401 -8.482219000000001)
277161,'5764608310153946162',12/6/2020,-124.51,-16.92,96,115.20435400000001,-8.48188,POINT (115.204354 -8.48188)
277164,'5764608310153946174',12/6/2020,-123.4,-20.0,5,115.20504,-8.4812,POINT (115.20504 -8.481199999999999)
277166,'5764608310153946180',12/6/2020,-121.04,-19.84,202,115.20263700000001,-8.479842,POINT (115.202637 -8.479842)
277167,'5764608310153946181',12/6/2020,-120.97,-19.26,36,115.20263700000001,-8.479503,POINT (115.202637 -8.479502999999999)
277168,'5764608310153946182',12/6/2020,-127.07,-19.99,556,115.20298000000001,-8.479842,POINT (115.20298 -8.479842)
277172,'5764608310153946189',12/6/2020,-122.0,-20.0,6,115.203324,-8.479503,POINT (115.203324 -8.479502999999999)
277175,'5764608310153946193',12/6/2020,-121.25,-16.38,4,115.20263700000001,-8.478824000000001,POINT (115.202637 -8.478824000000001)
277176,'5764608310153946194',12/6/2020,-121.99,-19.48,871,115.20298000000001,-8.479163,POINT (115.20298 -8.479163)
277177,'5764608310153946195',12/6/2020,-129.78,-20.0,9,115.20298000000001,-8.478824000000001,POINT (115.20298 -8.478824000000001)
277179,'5764608310153946197',12/6/2020,-120.91,-19.71,"1,196",115.20263700000001,-8.478144,POINT (115.202637 -8.478144)
277180,'5764608310153946198',12/6/2020,-121.68,-18.11,454,115.20298000000001,-8.478484,POINT (115.20298 -8.478484)
277182,'5764608310153946200',12/6/2020,-123.47,-19.84,30,115.203324,-8.479163,POINT (115.203324 -8.479163)
277183,'5764608310153946201',12/6/2020,-122.91,-19.79,117,115.203324,-8.478824000000001,POINT (115.203324 -8.478824000000001)
277186,'5764608310153946204',12/6/2020,-121.11,-19.37,"1,638",115.203324,-8.478484,POINT (115.203324 -8.478484)
277194,'5764608310153946214',12/6/2020,-122.42,-18.98,366,115.20435400000001,-8.479842,POINT (115.204354 -8.479842)
277204,'5764608310153946232',12/6/2020,-122.75,-19.9,"1,072",115.204697,-8.479163,POINT (115.204697 -8.479163)
277212,'5764608310153946249',12/6/2020,-126.0,-20.0,1,115.20607,-8.482897999999999,POINT (115.20607 -8.482897999999999)
277214,'5764608310153946252',12/6/2020,-124.77,-18.45,162,115.20607,-8.482559,POINT (115.20607 -8.482559)
277216,'5764608310153946260',12/6/2020,-122.16,-19.14,32,115.20538400000001,-8.4812,POINT (115.205384 -8.481199999999999)
277217,'5764608310153946262',12/6/2020,-128.24,-19.12,326,115.205727,-8.4812,POINT (115.205727 -8.481199999999999)
277222,'5764608310153946274',12/6/2020,-122.08,-16.71,12,115.2071,-8.483238,POINT (115.2071 -8.483238)
277223,'5764608310153946276',12/6/2020,-123.6,-16.33,20,115.20675700000001,-8.482559,POINT (115.206757 -8.482559)
277224,'5764608310153946277',12/6/2020,-125.62,-17.9,37,115.20675700000001,-8.482219,POINT (115.206757 -8.482219000000001)
277225,'5764608310153946281',12/6/2020,-123.86,-19.0,7,115.207444,-8.482897999999999,POINT (115.207444 -8.482897999999999)
277232,'5764608310153946301',12/6/2020,-120.25,-20.0,4,115.207444,-8.480861,POINT (115.207444 -8.480861000000001)
277240,'5764608310153946310',12/6/2020,-124.18,-18.82,17,115.205727,-8.479842,POINT (115.205727 -8.479842)
277245,'5764608310153946315',12/6/2020,-127.0,-16.95,9,115.206414,-8.480182000000001,POINT (115.206414 -8.480182000000001)
277278,'5764608310153946352',12/6/2020,-120.88,-15.25,384,115.20675700000001,-8.479163,POINT (115.206757 -8.479163)
277294,'5764608310153946368',12/6/2020,-126.35,-19.82,40,115.20263700000001,-8.477805,POINT (115.202637 -8.477805)
277296,'5764608310153946370',12/6/2020,-120.16,-18.72,261,115.20298000000001,-8.477805,POINT (115.20298 -8.477805)
277303,'5764608310153946377',12/6/2020,-120.33,-16.7,42,115.203324,-8.477464999999999,POINT (115.203324 -8.477464999999999)
277346,'5764608310153946420',12/6/2020,-123.04,-17.99,"2,478",115.20401000000001,-8.475767,POINT (115.20401 -8.475766999999999)
277349,'5764608310153946423',12/6/2020,-121.24,-17.37,624,115.20435400000001,-8.475427999999999,POINT (115.204354 -8.475427999999999)
277477,'5764608310153946553',12/6/2020,-120.08,-17.11,"3,009",115.207444,-8.476107,POINT (115.207444 -8.476107000000001)
277483,'5764608310153946559',12/6/2020,-120.77,-17.87,"6,030",115.20778700000001,-8.475427999999999,POINT (115.207787 -8.475427999999999)
277494,'5764608310153946571',12/6/2020,-121.0,-19.6,5,115.206414,-8.474749000000001,POINT (115.206414 -8.474749000000001)
277501,'5764608310153946578',12/6/2020,-123.48,-19.84,166,115.205727,-8.47373,POINT (115.205727 -8.47373)
277508,'5764608310153946585',12/6/2020,-125.6,-13.1,5,115.20607,-8.47339,POINT (115.20607 -8.47339)
277514,'5764608310153946591',12/6/2020,-125.08,-19.04,13,115.206414,-8.472711,POINT (115.206414 -8.472711)
277527,'5764608310153946604',12/6/2020,-121.68,-15.84,19,115.207444,-8.474409,POINT (115.207444 -8.474409)
277549,'5764608310153946632',12/6/2020,-121.75,-16.25,4,115.208817,-8.483238,POINT (115.208817 -8.483238)
277551,'5764608310153946636',12/6/2020,-123.58,-16.71,29,115.208817,-8.482559,POINT (115.208817 -8.482559)
277556,'5764608310153946642',12/6/2020,-120.28,-18.75,811,115.208474,-8.48188,POINT (115.208474 -8.48188)
277560,'5764608310153946650',12/6/2020,-123.35,-16.89,80,115.20916000000001,-8.48188,POINT (115.20916 -8.48188)
277564,'5764608310153946654',12/6/2020,-129.0,-18.67,6,115.20916000000001,-8.4812,POINT (115.20916 -8.481199999999999)
277566,'5764608310153946656',12/6/2020,-122.3,-18.82,209,115.20950400000001,-8.483238,POINT (115.209504 -8.483238)
277569,'5764608310153946660',12/6/2020,-120.43,-19.72,14,115.20950400000001,-8.482559,POINT (115.209504 -8.482559)
277570,'5764608310153946661',12/6/2020,-121.62,-15.06,8,115.20950400000001,-8.482219,POINT (115.209504 -8.482219000000001)
277573,'5764608310153946664',12/6/2020,-126.54,-19.01,431,115.21019,-8.483238,POINT (115.21019 -8.483238)
277576,'5764608310153946668',12/6/2020,-122.55,-19.82,11,115.21019,-8.482559,POINT (115.21019 -8.482559)
277579,'5764608310153946675',12/6/2020,-124.0,-18.85,30,115.209847,-8.481539999999999,POINT (115.209847 -8.481539999999999)
277587,'5764608310153946683',12/6/2020,-124.19,-19.95,21,115.21053300000001,-8.481539999999999,POINT (115.210533 -8.481539999999999)
277592,'5764608310153946688',12/6/2020,-123.0,-20.0,2,115.20813000000001,-8.480521000000001,POINT (115.20813 -8.480521000000001)
277594,'5764608310153946690',12/6/2020,-124.0,-19.75,2,115.208474,-8.480521000000001,POINT (115.208474 -8.480521000000001)
277658,'5764608310153946755',12/6/2020,-120.64,-19.58,48,115.21122,-8.482897999999999,POINT (115.21122 -8.482897999999999)
277660,'5764608310153946760',12/6/2020,-126.0,-20.0,2,115.21156299999998,-8.483238,POINT (115.211563 -8.483238)
277667,'5764608310153946779',12/6/2020,-122.0,-14.0,1,115.21190700000001,-8.481539999999999,POINT (115.211907 -8.481539999999999)
277672,'5764608310153946790',12/6/2020,-127.59,-18.5,22,115.212593,-8.482559,POINT (115.212593 -8.482559)
277679,'5764608310153946805',12/6/2020,-120.92,-19.85,13,115.21225,-8.480861,POINT (115.21225 -8.480861000000001)
277705,'5764608310153946835',12/6/2020,-121.0,-19.94,8,115.21122,-8.478824000000001,POINT (115.21122 -8.478824000000001)
277725,'5764608310153946858',12/6/2020,-122.76,-17.95,21,115.21328000000001,-8.480521000000001,POINT (115.21328 -8.480521000000001)
277729,'5764608310153946862',12/6/2020,-123.45,-17.68,11,115.21328000000001,-8.479842,POINT (115.21328 -8.479842)
277749,'5764608310153946883',12/6/2020,-125.53,-19.51,288,115.208474,-8.477464999999999,POINT (115.208474 -8.477464999999999)
277810,'5764608310153946945',12/6/2020,-121.96,-18.94,78,115.20813000000001,-8.474749000000001,POINT (115.20813 -8.474749000000001)
277849,'5764608310153946984',12/6/2020,-121.68,-18.57,31,115.21019,-8.475088000000001,POINT (115.21019 -8.475088000000001)
277863,'5764608310153946998',12/6/2020,-121.68,-17.86,25,115.209847,-8.473051,POINT (115.209847 -8.473051)
277867,'5764608310153947002',12/6/2020,-121.38,-17.39,403,115.21053300000001,-8.47373,POINT (115.210533 -8.47373)
277930,'5764608310153947067',12/6/2020,-121.85,-18.57,53,115.21328000000001,-8.476107,POINT (115.21328 -8.476107000000001)
277933,'5764608310153947070',12/6/2020,-122.14,-18.5,14,115.21328000000001,-8.475767,POINT (115.21328 -8.475766999999999)
277963,'5764608310153947104',12/6/2020,-120.12,-15.4,34,115.21225,-8.475088000000001,POINT (115.21225 -8.475088000000001)
277966,'5764608310153947107',12/6/2020,-122.28,-19.55,46,115.212593,-8.474749000000001,POINT (115.212593 -8.474749000000001)
277969,'5764608310153947110',12/6/2020,-120.52,-18.3,422,115.212593,-8.474409,POINT (115.212593 -8.474409)
277970,'5764608310153947111',12/6/2020,-120.48,-15.76,79,115.212593,-8.474069,POINT (115.212593 -8.474069)
277972,'5764608310153947113',12/6/2020,-121.36,-18.24,741,115.21293700000001,-8.474749000000001,POINT (115.212937 -8.474749000000001)
277975,'5764608310153947116',12/6/2020,-122.93,-20.0,27,115.21293700000001,-8.474409,POINT (115.212937 -8.474409)
277992,'5764608310153947140',12/6/2020,-121.78,-15.15,72,115.213623,-8.493425,POINT (115.213623 -8.493425)
277993,'5764608310153947142',12/6/2020,-121.67,-14.94,270,115.213967,-8.493425,POINT (115.213967 -8.493425)
277995,'5764608310153947151',12/6/2020,-125.29,-16.28,7,115.214653,-8.493085,POINT (115.214653 -8.493085000000001)
277996,'5764608310153947158',12/6/2020,-123.65,-18.74,17,115.213967,-8.492067,POINT (115.213967 -8.492067)
277998,'5764608310153947168',12/6/2020,-125.45,-18.82,22,115.214997,-8.494104,POINT (115.214997 -8.494104)
277999,'5764608310153947169',12/6/2020,-124.9,-17.41,199,115.214997,-8.493764,POINT (115.214997 -8.493764000000001)
278001,'5764608310153947196',12/6/2020,-126.67,-19.5,3,115.21568300000001,-8.492067,POINT (115.215683 -8.492067)
278002,'5764608310153947199',12/6/2020,-121.63,-18.77,11,115.216027,-8.491727000000001,POINT (115.216027 -8.491727000000001)
278006,'5764608310153947208',12/6/2020,-125.57,-19.26,23,115.21431000000001,-8.491387,POINT (115.21431 -8.491387)
278008,'5764608310153947234',12/6/2020,-120.14,-20.0,7,115.21534,-8.491387,POINT (115.21534 -8.491387)
278009,'5764608310153947237',12/6/2020,-127.0,-18.69,8,115.214997,-8.490369,POINT (115.214997 -8.490368999999999)
278013,'5764608310153947265',12/6/2020,-128.0,-20.0,4,115.21637,-8.493764,POINT (115.21637 -8.493764000000001)
278015,'5764608310153947273',12/6/2020,-120.15,-19.35,13,115.21705700000001,-8.493764,POINT (115.217057 -8.493764000000001)
278018,'5764608310153947290',12/6/2020,-120.18,-19.64,11,115.2174,-8.492746,POINT (115.2174 -8.492746)
278019,'5764608310153947297',12/6/2020,-123.33,-17.46,12,115.217743,-8.493764,POINT (115.217743 -8.493764000000001)
278020,'5764608310153947306',12/6/2020,-129.67,-20.0,3,115.218773,-8.494104,POINT (115.218773 -8.494104)
278021,'5764608310153947307',12/6/2020,-121.29,-17.0,7,115.218773,-8.493764,POINT (115.218773 -8.493764000000001)
278023,'5764608310153947326',12/6/2020,-121.82,-20.0,11,115.218773,-8.492067,POINT (115.218773 -8.492067)
278025,'5764608310153947353',12/6/2020,-120.21,-16.86,14,115.21705700000001,-8.48969,POINT (115.217057 -8.48969)
278026,'5764608310153947354',12/6/2020,-123.0,-20.0,1,115.2174,-8.490029,POINT (115.2174 -8.490029)
278034,'5764608310153947417',12/6/2020,-125.25,-20.0,4,115.21431000000001,-8.486972999999999,POINT (115.21431 -8.486972999999999)
278035,'5764608310153947423',12/6/2020,-121.78,-19.95,9,115.214653,-8.486294000000001,POINT (115.214653 -8.486294000000001)
278037,'5764608310153947436',12/6/2020,-128.0,-20.0,1,115.21568300000001,-8.487992,POINT (115.215683 -8.487992)
278038,'5764608310153947445',12/6/2020,-124.87,-20.0,75,115.214997,-8.486294000000001,POINT (115.214997 -8.486294000000001)
278041,'5764608310153947475',12/6/2020,-121.98,-17.65,51,115.213967,-8.484257000000001,POINT (115.213967 -8.484257000000001)
278042,'5764608310153947491',12/6/2020,-121.79,-17.01,300,115.21534,-8.485615,POINT (115.21534 -8.485614999999999)
278044,'5764608310153947502',12/6/2020,-125.0,-20.0,1,115.216027,-8.485275,POINT (115.216027 -8.485275)
278045,'5764608310153947507',12/6/2020,-129.75,-20.0,12,115.21534,-8.484257000000001,POINT (115.21534 -8.484257000000001)
278048,'5764608310153947523',12/6/2020,-125.0,-19.46,204,115.21671299999998,-8.488331,POINT (115.216713 -8.488331000000001)
278051,'5764608310153947533',12/6/2020,-126.0,-20.0,1,115.21705700000001,-8.487652,POINT (115.217057 -8.487652000000001)
278059,'5764608310153947614',12/6/2020,-133.0,-20.0,3,115.2174,-8.483917,POINT (115.2174 -8.483917)
278060,'5764608310153947624',12/6/2020,-126.0,-20.0,2,115.21843,-8.485954,POINT (115.21843 -8.485954)
278061,'5764608310153947626',12/6/2020,-126.46,-16.89,13,115.218773,-8.485954,POINT (115.218773 -8.485954)
278064,'5764608310153947646',12/6/2020,-122.94,-16.91,90,115.218773,-8.483917,POINT (115.218773 -8.483917)
278066,'5764608310153947671',12/6/2020,-120.82,-20.0,11,115.21946000000001,-8.491727000000001,POINT (115.21946 -8.491727000000001)
278071,'5764608310153947707',12/6/2020,-121.4,-20.0,5,115.22152,-8.492405999999999,POINT (115.22152 -8.492405999999999)
278074,'5764608310153947730',12/6/2020,-121.0,-20.0,3,115.21946000000001,-8.490029,POINT (115.21946 -8.490029)
278077,'5764608310153947737',12/6/2020,-122.06,-19.86,31,115.219803,-8.48969,POINT (115.219803 -8.48969)
278079,'5764608310153947744',12/6/2020,-125.0,-20.0,2,115.22048999999998,-8.491387,POINT (115.22049 -8.491387)
278080,'5764608310153947745',12/6/2020,-123.25,-20.0,4,115.22048999999998,-8.491048,POINT (115.22049 -8.491047999999999)
278083,'5764608310153947756',12/6/2020,-120.82,-20.0,38,115.221176,-8.490708,POINT (115.221176 -8.490708)
278086,'5764608310153947792',12/6/2020,-122.25,-18.31,8,115.22186299999998,-8.492746,POINT (115.221863 -8.492746)
278088,'5764608310153947825',12/6/2020,-124.96,-19.43,29,115.22323600000001,-8.492405999999999,POINT (115.223236 -8.492405999999999)
278090,'5764608310153947831',12/6/2020,-120.18,-20.0,17,115.22358,-8.491727000000001,POINT (115.22358 -8.491727000000001)
278092,'5764608310153947845',12/6/2020,-126.82,-19.68,17,115.22186299999998,-8.490369,POINT (115.221863 -8.490368999999999)
278094,'5764608310153947871',12/6/2020,-120.61,-18.48,108,115.222893,-8.48901,POINT (115.222893 -8.48901)
278095,'5764608310153947879',12/6/2020,-123.0,-19.85,10,115.22358,-8.490369,POINT (115.22358 -8.490368999999999)
278099,'5764608310153947899',12/6/2020,-124.13,-17.61,22,115.22426599999999,-8.48969,POINT (115.224266 -8.48969)
278102,'5764608310153947918',12/6/2020,-123.11,-18.75,84,115.220147,-8.487992,POINT (115.220147 -8.487992)
278103,'5764608310153947921',12/6/2020,-122.11,-18.43,95,115.219117,-8.486972999999999,POINT (115.219117 -8.486972999999999)
278109,'5764608310153947951',12/6/2020,-121.42,-14.92,12,115.22152,-8.487652,POINT (115.22152 -8.487652000000001)
278112,'5764608310153947972',12/6/2020,-126.77,-17.13,26,115.219117,-8.485275,POINT (115.219117 -8.485275)
278113,'5764608310153947987',12/6/2020,-127.57,-20.0,7,115.21946000000001,-8.484257000000001,POINT (115.21946 -8.484257000000001)
278115,'5764608310153947999',12/6/2020,-121.96,-17.63,69,115.220147,-8.483577,POINT (115.220147 -8.483577)
278118,'5764608310153948023',12/6/2020,-121.62,-16.88,300,115.22083300000001,-8.483577,POINT (115.220833 -8.483577)
278122,'5764608310153948032',12/6/2020,-127.0,-20.0,3,115.22186299999998,-8.488671,POINT (115.221863 -8.488671)
278123,'5764608310153948043',12/6/2020,-121.22,-19.37,41,115.222893,-8.488331,POINT (115.222893 -8.488331000000001)
278125,'5764608310153948066',12/6/2020,-121.56,-18.56,9,115.22358,-8.488671,POINT (115.22358 -8.488671)
278126,'5764608310153948069',12/6/2020,-123.3,-20.0,10,115.22323600000001,-8.487652,POINT (115.223236 -8.487652000000001)
278129,'5764608310153948087',12/6/2020,-121.19,-18.87,100,115.22358,-8.486294000000001,POINT (115.22358 -8.486294000000001)
278130,'5764608310153948094',12/6/2020,-121.47,-20.0,19,115.22426599999999,-8.486634,POINT (115.224266 -8.486634)
278131,'5764608310153948113',12/6/2020,-124.92,-16.77,26,115.22186299999998,-8.484257000000001,POINT (115.221863 -8.484257000000001)
278132,'5764608310153948114',12/6/2020,-124.33,-18.91,6,115.222206,-8.484596,POINT (115.222206 -8.484596)
278134,'5764608310153948121',12/6/2020,-125.2,-18.27,15,115.22255,-8.484257000000001,POINT (115.22255 -8.484257000000001)
278135,'5764608310153948122',12/6/2020,-124.09,-17.11,182,115.222893,-8.484596,POINT (115.222893 -8.484596)
278136,'5764608310153948128',12/6/2020,-123.67,-20.0,3,115.22323600000001,-8.485954,POINT (115.223236 -8.485954)
278137,'5764608310153948144',12/6/2020,-125.15,-16.56,111,115.22323600000001,-8.484596,POINT (115.223236 -8.484596)
278141,'5764608310153948177',12/6/2020,-127.67,-20.0,3,115.213623,-8.481539999999999,POINT (115.213623 -8.481539999999999)
278142,'5764608310153948182',12/6/2020,-121.38,-17.15,115,115.213967,-8.4812,POINT (115.213967 -8.481199999999999)
278145,'5764608310153948189',12/6/2020,-126.67,-20.0,3,115.21431000000001,-8.480861,POINT (115.21431 -8.480861000000001)
278146,'5764608310153948199',12/6/2020,-124.0,-20.0,2,115.21534,-8.482219,POINT (115.21534 -8.482219000000001)
278152,'5764608310153948228',12/6/2020,-120.14,-20.0,7,115.213623,-8.479842,POINT (115.213623 -8.479842)
278155,'5764608310153948231',12/6/2020,-121.2,-17.07,173,115.213967,-8.479503,POINT (115.213967 -8.479502999999999)
278199,'5764608310153948288',12/6/2020,-120.47,-18.47,305,115.21637,-8.483238,POINT (115.21637 -8.483238)
278201,'5764608310153948314',12/6/2020,-121.83,-19.16,291,115.2174,-8.48188,POINT (115.2174 -8.48188)
278203,'5764608310153948347',12/6/2020,-122.71,-20.0,7,115.218773,-8.481539999999999,POINT (115.218773 -8.481539999999999)
278207,'5764608310153948370',12/6/2020,-122.5,-16.0,6,115.21671299999998,-8.479163,POINT (115.216713 -8.479163)
278224,'5764608310153948414',12/6/2020,-121.21,-19.04,208,115.218773,-8.478484,POINT (115.218773 -8.478484)
278226,'5764608310153948417',12/6/2020,-126.33,-20.0,3,115.213623,-8.477464999999999,POINT (115.213623 -8.477464999999999)
278245,'5764608310153948439',12/6/2020,-120.31,-16.81,13,115.213967,-8.475427999999999,POINT (115.213967 -8.475427999999999)
278271,'5764608310153948471',12/6/2020,-121.26,-17.23,77,115.21534,-8.475427999999999,POINT (115.21534 -8.475427999999999)
278280,'5764608310153948481',12/6/2020,-120.48,-18.76,46,115.213623,-8.474749000000001,POINT (115.213623 -8.474749000000001)
278343,'5764608310153948549',12/6/2020,-120.17,-16.15,72,115.21637,-8.476786,POINT (115.21637 -8.476786000000001)
278346,'5764608310153948554',12/6/2020,-128.0,-20.0,1,115.2174,-8.477805,POINT (115.2174 -8.477805)
278352,'5764608310153948563',12/6/2020,-122.68,-17.93,969,115.21671299999998,-8.476107,POINT (115.216713 -8.476107000000001)
278366,'5764608310153948579',12/6/2020,-120.36,-15.95,11,115.21808700000001,-8.477464999999999,POINT (115.218087 -8.477464999999999)
278369,'5764608310153948582',12/6/2020,-123.0,-20.0,5,115.21808700000001,-8.477126,POINT (115.218087 -8.477126)
278387,'5764608310153948613',12/6/2020,-121.13,-19.07,52,115.21637,-8.474069,POINT (115.21637 -8.474069)
278388,'5764608310153948614',12/6/2020,-121.24,-15.29,33,115.21671299999998,-8.474409,POINT (115.216713 -8.474409)
278409,'5764608310153948635',12/6/2020,-120.64,-16.89,14,115.2174,-8.47339,POINT (115.2174 -8.47339)
278411,'5764608310153948637',12/6/2020,-121.06,-16.93,64,115.21705700000001,-8.472711,POINT (115.217057 -8.472711)
278424,'5764608310153948650',12/6/2020,-120.17,-17.79,29,115.218773,-8.475088000000001,POINT (115.218773 -8.475088000000001)
278426,'5764608310153948652',12/6/2020,-123.7,-18.65,37,115.21843,-8.474409,POINT (115.21843 -8.474409)
278444,'5764608310153948672',12/6/2020,-120.3,-17.8,529,115.219117,-8.483238,POINT (115.219117 -8.483238)
278446,'5764608310153948680',12/6/2020,-120.07,-16.62,"1,662",115.219803,-8.483238,POINT (115.219803 -8.483238)
278447,'5764608310153948682',12/6/2020,-122.43,-18.21,300,115.220147,-8.483238,POINT (115.220147 -8.483238)
278452,'5764608310153948713',12/6/2020,-122.83,-18.02,65,115.221176,-8.482897999999999,POINT (115.221176 -8.482897999999999)
278457,'5764608310153948752',12/6/2020,-120.42,-18.78,116,115.219117,-8.479163,POINT (115.219117 -8.479163)
278458,'5764608310153948756',12/6/2020,-120.54,-17.82,413,115.219117,-8.478484,POINT (115.219117 -8.478484)
