,Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
14546,'5764608310152506098',12/6/2020,-128.0,-19.67,3,115.13568899999999,-8.83758,POINT (115.135689 -8.837580000000001)
14547,'5764608310152506100',12/6/2020,-121.09,-14.21,45,115.135346,-8.836901,POINT (115.135346 -8.836900999999999)
14550,'5764608310152506104',12/6/2020,-121.66,-15.74,41,115.136032,-8.83758,POINT (115.136032 -8.837580000000001)
14552,'5764608310152506107',12/6/2020,-120.18,-14.92,168,115.136376,-8.83724,POINT (115.136376 -8.83724)
14553,'5764608310152506108',12/6/2020,-121.27,-15.16,60,115.136032,-8.836901,POINT (115.136032 -8.836900999999999)
14562,'5764608310152506117',12/6/2020,-121.08,-14.41,161,115.131226,-8.835205,POINT (115.131226 -8.835205)
14630,'5764608310152506188',12/6/2020,-120.12,-11.68,25,115.13191299999998,-8.83283,POINT (115.131913 -8.83283)
14632,'5764608310152506190',12/6/2020,-125.45,-15.95,11,115.13225600000001,-8.83283,POINT (115.132256 -8.83283)
14682,'5764608310152506240',12/6/2020,-123.52,-14.14,65,115.133973,-8.836223,POINT (115.133973 -8.836223)
14686,'5764608310152506244',12/6/2020,-122.67,-15.21,24,115.133973,-8.835544,POINT (115.133973 -8.835544000000001)
14813,'5764608310152506371',12/6/2020,-120.39,-14.73,149,115.126076,-8.830455,POINT (115.126076 -8.830455000000001)
14822,'5764608310152506380',12/6/2020,-120.42,-12.72,191,115.126419,-8.830116,POINT (115.126419 -8.830116)
14829,'5764608310152506387',12/6/2020,-120.05,-14.87,41,115.126076,-8.829098,POINT (115.126076 -8.829098)
14862,'5764608310152506420',12/6/2020,-120.45,-12.59,236,115.12710600000001,-8.828759,POINT (115.127106 -8.828759)
14881,'5764608310152506439',12/6/2020,-122.42,-17.75,84,115.126076,-8.827063,POINT (115.126076 -8.827063000000001)
14882,'5764608310152506440',12/6/2020,-122.74,-15.74,57,115.126419,-8.82808,POINT (115.126419 -8.82808)
14883,'5764608310152506441',12/6/2020,-121.45,-16.77,11,115.126419,-8.827741,POINT (115.126419 -8.827741)
14885,'5764608310152506443',12/6/2020,-125.89,-18.86,18,115.12676299999998,-8.827741,POINT (115.126763 -8.827741)
14895,'5764608310152506454',12/6/2020,-122.14,-14.7,72,115.126076,-8.826045,POINT (115.126076 -8.826045000000001)
14898,'5764608310152506457',12/6/2020,-120.25,-12.07,52,115.126419,-8.826384,POINT (115.126419 -8.826383999999999)
14906,'5764608310152506466',12/6/2020,-120.16,-15.72,139,115.127449,-8.82808,POINT (115.127449 -8.82808)
14907,'5764608310152506468',12/6/2020,-121.38,-16.09,16,115.12710600000001,-8.827402000000001,POINT (115.127106 -8.827402000000001)
14908,'5764608310152506469',12/6/2020,-120.16,-15.51,80,115.12710600000001,-8.827063,POINT (115.127106 -8.827063000000001)
14922,'5764608310152506483',12/6/2020,-126.0,-16.25,4,115.127449,-8.826384,POINT (115.127449 -8.826383999999999)
14930,'5764608310152506491',12/6/2020,-121.92,-15.58,24,115.12813600000001,-8.826384,POINT (115.128136 -8.826383999999999)
14932,'5764608310152506494',12/6/2020,-121.46,-13.26,39,115.12813600000001,-8.826045,POINT (115.128136 -8.826045000000001)
14960,'5764608310152506522',12/6/2020,-121.33,-15.1,15,115.12950900000001,-8.829438,POINT (115.129509 -8.829438)
14979,'5764608310152506541',12/6/2020,-120.53,-14.69,287,115.13053899999998,-8.829777,POINT (115.130539 -8.829777)
15067,'5764608310152506630',12/6/2020,-120.39,-14.58,244,115.126076,-8.824688,POINT (115.126076 -8.824688)
15069,'5764608310152506632',12/6/2020,-122.79,-14.27,124,115.126419,-8.825366,POINT (115.126419 -8.825366000000001)
15075,'5764608310152506638',12/6/2020,-122.0,-15.69,42,115.12676299999998,-8.824688,POINT (115.126763 -8.824688)
15086,'5764608310152506652',12/6/2020,-120.53,-13.01,79,115.126419,-8.823331,POINT (115.126419 -8.823331)
15098,'5764608310152506664',12/6/2020,-121.56,-13.96,468,115.127793,-8.825366,POINT (115.127793 -8.825366000000001)
15117,'5764608310152506685',12/6/2020,-120.62,-12.44,501,115.127793,-8.822992,POINT (115.127793 -8.822991999999999)
15120,'5764608310152506688',12/6/2020,-120.49,-13.66,394,115.12573300000001,-8.822652,POINT (115.125733 -8.822652)
15132,'5764608310152506701',12/6/2020,-121.04,-14.79,129,115.126419,-8.821635,POINT (115.126419 -8.821635000000001)
15135,'5764608310152506705',12/6/2020,-128.5,-15.25,4,115.12573300000001,-8.820955999999999,POINT (115.125733 -8.820955999999999)
15141,'5764608310152506711',12/6/2020,-121.78,-17.23,124,115.126076,-8.820278,POINT (115.126076 -8.820278)
15149,'5764608310152506719',12/6/2020,-120.09,-18.62,76,115.12676299999998,-8.820278,POINT (115.126763 -8.820278)
15154,'5764608310152506724',12/6/2020,-126.29,-15.5,7,115.12710600000001,-8.821974,POINT (115.127106 -8.821974000000001)
15163,'5764608310152506733',12/6/2020,-126.33,-19.67,3,115.127793,-8.821635,POINT (115.127793 -8.821635000000001)
15166,'5764608310152506737',12/6/2020,-120.03,-14.08,165,115.12710600000001,-8.820955999999999,POINT (115.127106 -8.820955999999999)
15169,'5764608310152506741',12/6/2020,-121.13,-14.37,39,115.12710600000001,-8.820278,POINT (115.127106 -8.820278)
15170,'5764608310152506742',12/6/2020,-122.0,-18.0,3,115.127449,-8.820617,POINT (115.127449 -8.820617)
15171,'5764608310152506743',12/6/2020,-123.0,-13.81,8,115.127449,-8.820278,POINT (115.127449 -8.820278)
15172,'5764608310152506744',12/6/2020,-121.87,-17.9,54,115.127793,-8.821295,POINT (115.127793 -8.821294999999999)
15174,'5764608310152506746',12/6/2020,-122.41,-17.22,51,115.12813600000001,-8.821295,POINT (115.128136 -8.821294999999999)
15185,'5764608310152506758',12/6/2020,-120.18,-10.93,403,115.128823,-8.824688,POINT (115.128823 -8.824688)
15188,'5764608310152506761',12/6/2020,-120.59,-12.75,32,115.129166,-8.825027,POINT (115.129166 -8.825027)
15203,'5764608310152506776',12/6/2020,-121.16,-11.57,480,115.129166,-8.824009,POINT (115.129166 -8.824009)
15230,'5764608310152506803',12/6/2020,-121.63,-15.18,19,115.130196,-8.82367,POINT (115.130196 -8.82367)
15242,'5764608310152506818',12/6/2020,-122.31,-12.75,16,115.128823,-8.822652,POINT (115.128823 -8.822652)
15246,'5764608310152506822',12/6/2020,-121.64,-13.59,11,115.128823,-8.821974,POINT (115.128823 -8.821974000000001)
15259,'5764608310152506839',12/6/2020,-122.12,-16.07,41,115.128823,-8.820278,POINT (115.128823 -8.820278)
15263,'5764608310152506844',12/6/2020,-121.9,-17.05,558,115.129166,-8.820617,POINT (115.129166 -8.820617)
15278,'5764608310152506863',12/6/2020,-120.55,-14.35,33,115.13088300000001,-8.821635,POINT (115.130883 -8.821635000000001)
15280,'5764608310152506866',12/6/2020,-124.17,-19.33,6,115.130196,-8.821295,POINT (115.130196 -8.821294999999999)
15289,'5764608310152506878',12/6/2020,-120.03,-15.52,35,115.13088300000001,-8.820617,POINT (115.130883 -8.820617)
15568,'5764608310152507157',12/6/2020,-121.25,-13.75,4,115.131226,-8.822992,POINT (115.131226 -8.822991999999999)
15573,'5764608310152507163',12/6/2020,-125.5,-16.25,4,115.13225600000001,-8.82367,POINT (115.132256 -8.82367)
15580,'5764608310152507171',12/6/2020,-122.23,-17.59,416,115.132943,-8.825027,POINT (115.132943 -8.825027)
15607,'5764608310152507198',12/6/2020,-120.03,-15.34,58,115.133629,-8.823331,POINT (115.133629 -8.823331)
15630,'5764608310152507227',12/6/2020,-124.57,-19.5,7,115.13225600000001,-8.820955999999999,POINT (115.132256 -8.820955999999999)
15631,'5764608310152507228',12/6/2020,-122.33,-14.33,6,115.13191299999998,-8.820617,POINT (115.131913 -8.820617)
15649,'5764608310152507249',12/6/2020,-121.25,-16.43,225,115.132599,-8.820955999999999,POINT (115.132599 -8.820955999999999)
15654,'5764608310152507254',12/6/2020,-123.5,-19.0,2,115.132943,-8.820617,POINT (115.132943 -8.820617)
15659,'5764608310152507259',12/6/2020,-122.54,-16.0,13,115.133629,-8.820955999999999,POINT (115.133629 -8.820955999999999)
15661,'5764608310152507262',12/6/2020,-122.28,-15.0,18,115.133629,-8.820617,POINT (115.133629 -8.820617)
15730,'5764608310152507331',12/6/2020,-120.75,-13.15,390,115.134316,-8.822313000000001,POINT (115.134316 -8.822313000000001)
15782,'5764608310152507383',12/6/2020,-128.31,-16.17,29,115.13568899999999,-8.820278,POINT (115.135689 -8.820278)
15785,'5764608310152507386',12/6/2020,-120.5,-15.26,213,115.136376,-8.821295,POINT (115.136376 -8.821294999999999)
15788,'5764608310152507389',12/6/2020,-124.22,-14.99,64,115.136032,-8.820278,POINT (115.136032 -8.820278)
15789,'5764608310152507390',12/6/2020,-122.16,-16.23,13,115.136376,-8.820617,POINT (115.136376 -8.820617)
16007,'5764608310152507612',12/6/2020,-122.6,-15.6,5,115.11818000000001,-8.815189,POINT (115.11818 -8.815189)
16210,'5764608310152507819',12/6/2020,-120.34,-15.14,437,115.119896,-8.814171,POINT (115.119896 -8.814171)
16218,'5764608310152507829',12/6/2020,-122.59,-19.37,22,115.118866,-8.812135000000001,POINT (115.118866 -8.812135000000001)
16247,'5764608310152507861',12/6/2020,-121.0,-13.0,19,115.117493,-8.809421,POINT (115.117493 -8.809421)
16256,'5764608310152507871',12/6/2020,-126.83,-19.5,6,115.118523,-8.809421,POINT (115.118523 -8.809421)
16284,'5764608310152507900',12/6/2020,-120.7,-19.32,47,115.119553,-8.80976,POINT (115.119553 -8.809760000000001)
16328,'5764608310152507945',12/6/2020,-130.0,-20.0,3,115.1223,-8.819599,POINT (115.1223 -8.819599)
16408,'5764608310152508029',12/6/2020,-120.11,-17.31,18,115.1223,-8.814849,POINT (115.1223 -8.814849000000001)
16431,'5764608310152508052',12/6/2020,-123.01,-18.07,194,115.12298600000001,-8.817903,POINT (115.122986 -8.817902999999999)
16456,'5764608310152508080',12/6/2020,-123.74,-17.82,30,115.12435900000001,-8.818581,POINT (115.124359 -8.818581)
16460,'5764608310152508084',12/6/2020,-121.62,-17.44,183,115.12435900000001,-8.817903,POINT (115.124359 -8.817902999999999)
16478,'5764608310152508104',12/6/2020,-120.02,-16.4,129,115.123673,-8.817224000000001,POINT (115.123673 -8.817224000000001)
16487,'5764608310152508115',12/6/2020,-121.36,-18.03,17,115.123329,-8.815528,POINT (115.123329 -8.815528)
16494,'5764608310152508124',12/6/2020,-120.38,-17.19,8,115.123673,-8.815189,POINT (115.123673 -8.815189)
16495,'5764608310152508125',12/6/2020,-127.17,-14.67,6,115.123673,-8.814849,POINT (115.123673 -8.814849000000001)
16506,'5764608310152508136',12/6/2020,-120.81,-18.79,31,115.125046,-8.817224000000001,POINT (115.125046 -8.817224000000001)
16524,'5764608310152508158',12/6/2020,-122.0,-17.44,8,115.12538899999998,-8.815189,POINT (115.125389 -8.815189)
16530,'5764608310152508164',12/6/2020,-126.0,-19.75,2,115.12024,-8.813831,POINT (115.12024 -8.813831)
16537,'5764608310152508175',12/6/2020,-122.17,-18.24,23,115.12127,-8.813492,POINT (115.12127 -8.813492)
16539,'5764608310152508177',12/6/2020,-120.68,-15.6,59,115.12024,-8.812814,POINT (115.12024 -8.812813999999999)
16540,'5764608310152508178',12/6/2020,-124.9,-19.38,20,115.12058300000001,-8.813153,POINT (115.120583 -8.813153)
16546,'5764608310152508184',12/6/2020,-120.5,-20.0,4,115.120926,-8.813153,POINT (115.120926 -8.813153)
16557,'5764608310152508200',12/6/2020,-120.42,-17.79,77,115.1223,-8.81451,POINT (115.1223 -8.81451)
16559,'5764608310152508204',12/6/2020,-122.97,-15.36,61,115.1223,-8.813831,POINT (115.1223 -8.813831)
16561,'5764608310152508206',12/6/2020,-121.0,-12.6,5,115.122643,-8.813831,POINT (115.122643 -8.813831)
16621,'5764608310152508284',12/6/2020,-120.06,-14.41,154,115.1223,-8.80976,POINT (115.1223 -8.809760000000001)
16623,'5764608310152508287',12/6/2020,-123.79,-15.36,14,115.122643,-8.809421,POINT (115.122643 -8.809421)
16626,'5764608310152508292',12/6/2020,-120.61,-16.8,53,115.12298600000001,-8.813831,POINT (115.122986 -8.813831)
16653,'5764608310152508327',12/6/2020,-120.84,-14.44,298,115.124703,-8.813492,POINT (115.124703 -8.813492)
16664,'5764608310152508341',12/6/2020,-121.4,-20.0,5,115.12435900000001,-8.812135000000001,POINT (115.124359 -8.812135000000001)
16665,'5764608310152508342',12/6/2020,-122.26,-18.35,31,115.124703,-8.812474,POINT (115.124703 -8.812474)
16669,'5764608310152508348',12/6/2020,-120.49,-17.41,87,115.125046,-8.812474,POINT (115.125046 -8.812474)
16684,'5764608310152508366',12/6/2020,-124.17,-19.5,6,115.124016,-8.811117,POINT (115.124016 -8.811116999999999)
16702,'5764608310152508384',12/6/2020,-125.5,-19.5,2,115.12435900000001,-8.811796000000001,POINT (115.124359 -8.811796000000001)
16706,'5764608310152508388',12/6/2020,-121.62,-17.86,29,115.12435900000001,-8.811117,POINT (115.124359 -8.811116999999999)
16710,'5764608310152508392',12/6/2020,-120.18,-15.2,461,115.125046,-8.811796000000001,POINT (115.125046 -8.811796000000001)
16772,'5764608310152508464',12/6/2020,-120.57,-13.86,116,115.11612,-8.807725,POINT (115.11612 -8.807725)
16795,'5764608310152508487',12/6/2020,-120.39,-18.61,108,115.11509,-8.80535,POINT (115.11509 -8.805350000000001)
16815,'5764608310152508508',12/6/2020,-120.04,-18.77,336,115.11543300000001,-8.804332,POINT (115.115433 -8.804332)
16826,'5764608310152508522',12/6/2020,-124.36,-15.07,14,115.11715,-8.806367,POINT (115.11715 -8.806367)
16846,'5764608310152508543',12/6/2020,-120.77,-19.35,44,115.11715,-8.803993,POINT (115.11715 -8.803993)
16862,'5764608310152508559',12/6/2020,-122.2,-14.5,5,115.118523,-8.808064,POINT (115.118523 -8.808064)
16887,'5764608310152508588',12/6/2020,-126.01,-14.21,96,115.119553,-8.808403,POINT (115.119553 -8.808403)
16890,'5764608310152508591',12/6/2020,-124.68,-15.23,28,115.119896,-8.808064,POINT (115.119896 -8.808064)
16914,'5764608310152508615',12/6/2020,-123.31,-18.39,26,115.11783600000001,-8.80535,POINT (115.117836 -8.805350000000001)
16928,'5764608310152508635',12/6/2020,-120.75,-18.69,8,115.118523,-8.804671,POINT (115.118523 -8.804671000000001)
16949,'5764608310152508663',12/6/2020,-121.25,-19.71,12,115.11921000000001,-8.803993,POINT (115.11921 -8.803993)
16951,'5764608310152508666',12/6/2020,-121.0,-18.98,41,115.119896,-8.805010000000001,POINT (115.119896 -8.805010000000001)
16960,'5764608310152508680',12/6/2020,-120.56,-19.09,23,115.11543300000001,-8.803653,POINT (115.115433 -8.803653000000001)
16987,'5764608310152508713',12/6/2020,-120.21,-18.71,126,115.11680600000001,-8.803314,POINT (115.116806 -8.803314)
16989,'5764608310152508715',12/6/2020,-122.52,-16.61,73,115.11715,-8.803314,POINT (115.11715 -8.803314)
16996,'5764608310152508724',12/6/2020,-123.6,-19.34,70,115.11612,-8.801618,POINT (115.11612 -8.801617999999999)
17042,'5764608310152508792',12/6/2020,-125.0,-19.83,6,115.11680600000001,-8.799582000000001,POINT (115.116806 -8.799582000000001)
17055,'5764608310152508815',12/6/2020,-120.25,-15.34,24,115.118523,-8.802635,POINT (115.118523 -8.802635)
17098,'5764608310152508864',12/6/2020,-121.0,-13.56,9,115.117493,-8.800939,POINT (115.117493 -8.800939)
17106,'5764608310152508873',12/6/2020,-120.1,-17.62,38,115.11818000000001,-8.8006,POINT (115.11818 -8.800599999999999)
17111,'5764608310152508880',12/6/2020,-128.5,-15.0,4,115.117493,-8.799582000000001,POINT (115.117493 -8.799582000000001)
17134,'5764608310152508911',12/6/2020,-123.84,-17.21,103,115.119896,-8.799921000000001,POINT (115.119896 -8.799921000000001)
17138,'5764608310152508915',12/6/2020,-130.0,-20.0,3,115.11921000000001,-8.799242999999999,POINT (115.11921 -8.799242999999999)
17206,'5764608310152509007',12/6/2020,-124.64,-18.21,104,115.12127,-8.80535,POINT (115.12127 -8.805350000000001)
17231,'5764608310152509040',12/6/2020,-120.17,-14.14,29,115.12161299999998,-8.805010000000001,POINT (115.121613 -8.805010000000001)
17253,'5764608310152509063',12/6/2020,-120.46,-18.0,152,115.123329,-8.808064,POINT (115.123329 -8.808064)
17258,'5764608310152509070',12/6/2020,-121.67,-14.0,3,115.124016,-8.808403,POINT (115.124016 -8.808403)
17269,'5764608310152509085',12/6/2020,-126.0,-19.5,1,115.123673,-8.806707000000001,POINT (115.123673 -8.806707000000001)
17308,'5764608310152509146',12/6/2020,-123.0,-19.0,5,115.124016,-8.805010000000001,POINT (115.124016 -8.805010000000001)
17317,'5764608310152509158',12/6/2020,-122.6,-15.5,5,115.124703,-8.805689,POINT (115.124703 -8.805688999999999)
17345,'5764608310152509198',12/6/2020,-126.5,-18.88,4,115.12127,-8.802975,POINT (115.12127 -8.802975)
17360,'5764608310152509223',12/6/2020,-121.59,-17.42,39,115.12195600000001,-8.802635,POINT (115.121956 -8.802635)
17361,'5764608310152509226',12/6/2020,-122.82,-19.67,71,115.122643,-8.803653,POINT (115.122643 -8.803653000000001)
17368,'5764608310152509236',12/6/2020,-121.66,-18.22,9,115.12161299999998,-8.801618,POINT (115.121613 -8.801617999999999)
17371,'5764608310152509240',12/6/2020,-125.67,-20.0,3,115.1223,-8.802296,POINT (115.1223 -8.802296)
17385,'5764608310152509262',12/6/2020,-122.27,-19.21,22,115.12127,-8.80026,POINT (115.12127 -8.80026)
17389,'5764608310152509267',12/6/2020,-122.72,-17.93,65,115.12058300000001,-8.799242999999999,POINT (115.120583 -8.799242999999999)
17423,'5764608310152509314',12/6/2020,-121.31,-19.62,29,115.123329,-8.803653,POINT (115.123329 -8.803653000000001)
17429,'5764608310152509321',12/6/2020,-122.35,-14.68,17,115.123673,-8.803314,POINT (115.123673 -8.803314)
17430,'5764608310152509322',12/6/2020,-120.2,-15.4,10,115.124016,-8.803653,POINT (115.124016 -8.803653000000001)
17440,'5764608310152509339',12/6/2020,-122.83,-19.59,6,115.124016,-8.801957000000002,POINT (115.124016 -8.801957000000002)
17445,'5764608310152509347',12/6/2020,-124.06,-19.51,36,115.124703,-8.803314,POINT (115.124703 -8.803314)
17447,'5764608310152509349',12/6/2020,-120.94,-18.31,37,115.12435900000001,-8.802635,POINT (115.124359 -8.802635)
17452,'5764608310152509356',12/6/2020,-120.44,-16.61,9,115.125046,-8.802975,POINT (115.125046 -8.802975)
17466,'5764608310152509374',12/6/2020,-121.89,-13.64,46,115.12538899999998,-8.801618,POINT (115.125389 -8.801617999999999)
17475,'5764608310152509387',12/6/2020,-126.4,-16.7,5,115.124016,-8.8006,POINT (115.124016 -8.800599999999999)
17476,'5764608310152509388',12/6/2020,-120.62,-19.34,39,115.123673,-8.80026,POINT (115.123673 -8.80026)
17478,'5764608310152509392',12/6/2020,-122.67,-18.67,6,115.12298600000001,-8.799582000000001,POINT (115.122986 -8.799582000000001)
17486,'5764608310152509401',12/6/2020,-121.15,-18.2,20,115.123673,-8.799242999999999,POINT (115.123673 -8.799242999999999)
17490,'5764608310152509409',12/6/2020,-123.62,-15.79,52,115.12435900000001,-8.8006,POINT (115.124359 -8.800599999999999)
17494,'5764608310152509414',12/6/2020,-123.93,-16.1,137,115.124703,-8.80026,POINT (115.124703 -8.80026)
17500,'5764608310152509422',12/6/2020,-121.82,-16.4,194,115.12538899999998,-8.80026,POINT (115.125389 -8.80026)
17501,'5764608310152509424',12/6/2020,-122.0,-19.25,6,115.12435900000001,-8.799582000000001,POINT (115.124359 -8.799582000000001)
17512,'5764608310152509442',12/6/2020,-125.33,-20.0,3,115.126076,-8.819938,POINT (115.126076 -8.819938)
17514,'5764608310152509444',12/6/2020,-121.88,-19.25,91,115.12573300000001,-8.81926,POINT (115.125733 -8.81926)
17516,'5764608310152509446',12/6/2020,-120.14,-19.36,7,115.126076,-8.81926,POINT (115.126076 -8.81926)
17517,'5764608310152509447',12/6/2020,-121.0,-14.75,6,115.126076,-8.81892,POINT (115.126076 -8.81892)
17519,'5764608310152509449',12/6/2020,-122.27,-16.98,26,115.126419,-8.819599,POINT (115.126419 -8.819599)
17542,'5764608310152509475',12/6/2020,-120.85,-15.53,46,115.127449,-8.819599,POINT (115.127449 -8.819599)
17557,'5764608310152509492',12/6/2020,-122.0,-20.0,3,115.12710600000001,-8.817903,POINT (115.127106 -8.817902999999999)
17560,'5764608310152509496',12/6/2020,-120.67,-17.08,6,115.127793,-8.818581,POINT (115.127793 -8.818581)
17562,'5764608310152509499',12/6/2020,-120.46,-19.23,13,115.12813600000001,-8.818242,POINT (115.128136 -8.818242)
17574,'5764608310152509516',12/6/2020,-125.33,-18.5,3,115.126419,-8.816546,POINT (115.126419 -8.816546000000001)
17589,'5764608310152509536',12/6/2020,-122.63,-16.5,19,115.12710600000001,-8.817224000000001,POINT (115.127106 -8.817224000000001)
17590,'5764608310152509538',12/6/2020,-120.3,-18.95,10,115.127449,-8.817224000000001,POINT (115.127449 -8.817224000000001)
17596,'5764608310152509548',12/6/2020,-120.59,-17.38,395,115.127793,-8.816546,POINT (115.127793 -8.816546000000001)
17597,'5764608310152509550',12/6/2020,-121.56,-13.39,9,115.12813600000001,-8.816546,POINT (115.128136 -8.816546000000001)
17598,'5764608310152509551',12/6/2020,-123.9,-18.8,10,115.12813600000001,-8.816206,POINT (115.128136 -8.816205999999999)
17600,'5764608310152509558',12/6/2020,-122.67,-20.0,9,115.127449,-8.815189,POINT (115.127449 -8.815189)
17605,'5764608310152509565',12/6/2020,-120.23,-19.14,22,115.127793,-8.814849,POINT (115.127793 -8.814849000000001)
17606,'5764608310152509567',12/6/2020,-128.8,-20.0,5,115.12813600000001,-8.814849,POINT (115.128136 -8.814849000000001)
17611,'5764608310152509572',12/6/2020,-124.8,-19.7,5,115.128479,-8.81926,POINT (115.128479 -8.81926)
17620,'5764608310152509582',12/6/2020,-120.36,-13.0,159,115.12950900000001,-8.81926,POINT (115.129509 -8.81926)
17635,'5764608310152509601',12/6/2020,-120.43,-16.0,65,115.129853,-8.819599,POINT (115.129853 -8.819599)
17636,'5764608310152509603',12/6/2020,-123.8,-15.4,5,115.130196,-8.819599,POINT (115.130196 -8.819599)
17638,'5764608310152509605',12/6/2020,-122.61,-16.66,31,115.129853,-8.81892,POINT (115.129853 -8.81892)
17646,'5764608310152509616',12/6/2020,-123.0,-15.7,10,115.129853,-8.818581,POINT (115.129853 -8.818581)
17651,'5764608310152509623',12/6/2020,-122.79,-15.57,61,115.130196,-8.817563,POINT (115.130196 -8.817563)
17658,'5764608310152509632',12/6/2020,-124.47,-19.3,130,115.128479,-8.817224000000001,POINT (115.128479 -8.817224000000001)
17670,'5764608310152509655',12/6/2020,-121.67,-18.42,6,115.128823,-8.814849,POINT (115.128823 -8.814849000000001)
17674,'5764608310152509660',12/6/2020,-125.27,-18.74,75,115.129166,-8.815189,POINT (115.129166 -8.815189)
17683,'5764608310152509674',12/6/2020,-129.8,-19.7,5,115.13088300000001,-8.817224000000001,POINT (115.130883 -8.817224000000001)
17684,'5764608310152509678',12/6/2020,-120.79,-15.61,14,115.13088300000001,-8.816546,POINT (115.130883 -8.816546000000001)
17685,'5764608310152509683',12/6/2020,-120.45,-16.26,109,115.130196,-8.815528,POINT (115.130196 -8.815528)
17687,'5764608310152509686',12/6/2020,-120.38,-15.58,45,115.130196,-8.815189,POINT (115.130196 -8.815189)
17689,'5764608310152509689',12/6/2020,-126.18,-17.18,17,115.13053899999998,-8.815528,POINT (115.130539 -8.815528)
17690,'5764608310152509690',12/6/2020,-121.0,-14.0,4,115.13088300000001,-8.815866999999999,POINT (115.130883 -8.815866999999999)
17693,'5764608310152509695',12/6/2020,-122.0,-12.5,6,115.13088300000001,-8.814849,POINT (115.130883 -8.814849000000001)
17702,'5764608310152509711',12/6/2020,-123.25,-15.94,8,115.12676299999998,-8.813492,POINT (115.126763 -8.813492)
17707,'5764608310152509720',12/6/2020,-120.56,-16.68,27,115.126419,-8.813153,POINT (115.126419 -8.813153)
17717,'5764608310152509738',12/6/2020,-122.67,-15.58,33,115.12813600000001,-8.81451,POINT (115.128136 -8.81451)
17732,'5764608310152509766',12/6/2020,-120.42,-15.27,423,115.126076,-8.811117,POINT (115.126076 -8.811116999999999)
17734,'5764608310152509772',12/6/2020,-120.18,-18.35,63,115.126419,-8.811117,POINT (115.126419 -8.811116999999999)
17737,'5764608310152509775',12/6/2020,-122.0,-20.0,26,115.12676299999998,-8.810777999999999,POINT (115.126763 -8.810777999999999)
17747,'5764608310152509785',12/6/2020,-121.7,-19.36,164,115.126419,-8.8101,POINT (115.126419 -8.8101)
17749,'5764608310152509788',12/6/2020,-122.16,-18.91,248,115.126419,-8.80976,POINT (115.126419 -8.809760000000001)
17754,'5764608310152509794',12/6/2020,-125.0,-20.0,3,115.127449,-8.811796000000001,POINT (115.127449 -8.811796000000001)
17757,'5764608310152509798',12/6/2020,-120.58,-19.12,69,115.127449,-8.811117,POINT (115.127449 -8.811116999999999)
17758,'5764608310152509799',12/6/2020,-121.78,-14.63,60,115.127449,-8.810777999999999,POINT (115.127449 -8.810777999999999)
17759,'5764608310152509800',12/6/2020,-122.25,-15.38,4,115.127793,-8.811796000000001,POINT (115.127793 -8.811796000000001)
17762,'5764608310152509804',12/6/2020,-126.0,-20.0,4,115.127793,-8.811117,POINT (115.127793 -8.811116999999999)
17764,'5764608310152509806',12/6/2020,-121.92,-14.65,213,115.12813600000001,-8.811117,POINT (115.128136 -8.811116999999999)
17767,'5764608310152509809',12/6/2020,-121.33,-15.35,24,115.12710600000001,-8.8101,POINT (115.127106 -8.8101)
17769,'5764608310152509813',12/6/2020,-122.82,-19.53,23,115.12710600000001,-8.809421,POINT (115.127106 -8.809421)
17776,'5764608310152509820',12/6/2020,-120.37,-16.06,866,115.127793,-8.80976,POINT (115.127793 -8.809760000000001)
17782,'5764608310152509827',12/6/2020,-120.75,-15.96,12,115.128823,-8.814171,POINT (115.128823 -8.814171)
17787,'5764608310152509833',12/6/2020,-127.56,-19.59,16,115.129166,-8.814171,POINT (115.129166 -8.814171)
17792,'5764608310152509844',12/6/2020,-121.93,-19.4,56,115.128479,-8.812474,POINT (115.128479 -8.812474)
17795,'5764608310152509849',12/6/2020,-121.55,-17.18,137,115.129166,-8.812814,POINT (115.129166 -8.812813999999999)
17802,'5764608310152509867',12/6/2020,-121.88,-12.66,651,115.13088300000001,-8.814171,POINT (115.130883 -8.814171)
17804,'5764608310152509869',12/6/2020,-121.05,-16.8,60,115.13053899999998,-8.813492,POINT (115.130539 -8.813492)
17805,'5764608310152509870',12/6/2020,-122.17,-19.96,12,115.13088300000001,-8.813831,POINT (115.130883 -8.813831)
17811,'5764608310152509879',12/6/2020,-122.08,-17.07,142,115.130196,-8.812135000000001,POINT (115.130196 -8.812135000000001)
17813,'5764608310152509881',12/6/2020,-121.7,-16.57,27,115.13053899999998,-8.812814,POINT (115.130539 -8.812813999999999)
17814,'5764608310152509882',12/6/2020,-123.48,-17.87,634,115.13088300000001,-8.813153,POINT (115.130883 -8.813153)
17816,'5764608310152509885',12/6/2020,-121.53,-11.99,301,115.13053899999998,-8.812135000000001,POINT (115.130539 -8.812135000000001)
17839,'5764608310152509914',12/6/2020,-122.05,-17.58,331,115.12950900000001,-8.810439,POINT (115.129509 -8.810439000000001)
17845,'5764608310152509923',12/6/2020,-122.53,-17.57,28,115.130196,-8.811457,POINT (115.130196 -8.811457000000001)
17847,'5764608310152509925',12/6/2020,-124.62,-17.07,8,115.129853,-8.810777999999999,POINT (115.129853 -8.810777999999999)
