Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
'5764608310153297392',2.02E+16,-124.33,-20,6,115.13,-8.62583,POINT (115.129853 -8.625829)
'5764608310153297430',2.02E+16,-120.8,-19.1,10,115.132,-8.6333,POINT (115.131569 -8.633297000000001)
'5764608310153297437',2.02E+16,-121.05,-18.43,20,115.132,-8.63296,POINT (115.131913 -8.632957000000001)
'5764608310153297527',2.02E+16,-120.79,-14.85,24,115.133,-8.63024,POINT (115.132943 -8.630241999999999)
'5764608310153297603',2.02E+16,-120.1,-14.2,3781,115.134,-8.63228,POINT (115.134316 -8.632277999999999)
'5764608310153297680',2.02E+16,-121.33,-17.86,39,115.131,-8.62854,POINT (115.131226 -8.628544999999999)
'5764608310153297682',2.02E+16,-123.57,-13.14,21,115.132,-8.62854,POINT (115.131569 -8.628544999999999)
'5764608310153297687',2.02E+16,-120.8,-19.4,5,115.132,-8.62753,POINT (115.131569 -8.627526)
'5764608310153297703',2.02E+16,-123.52,-16.27,54,115.133,-8.62888,POINT (115.132943 -8.628883999999999)
'5764608310153297732',2.02E+16,-120.83,-19.98,23,115.131,-8.62651,POINT (115.131226 -8.626507999999999)
'5764608310153297753',2.02E+16,-126,-20,1,115.132,-8.62549,POINT (115.131913 -8.625489999999999)
'5764608310153297860',2.02E+16,-122.75,-20,4,115.134,-8.62651,POINT (115.133973 -8.626507999999999)
'5764608310153297911',2.02E+16,-120.14,-18.93,7,115.136,-8.62481,POINT (115.135689 -8.624810999999999)
'5764608310153298149',2.02E+16,-128.27,-18.77,60,115.097,-8.62074,POINT (115.096894 -8.620738000000001)
'5764608310153298151',2.02E+16,-121.85,-19.52,20,115.097,-8.62074,POINT (115.097237 -8.620738000000001)
'5764608310153298434',2.02E+16,-121.34,-20,118,115.099,-8.62447,POINT (115.09861 -8.624471)
'5764608310153298811',2.02E+16,-124.53,-18.74,19,115.101,-8.61463,POINT (115.10067 -8.614628)
'5764608310153298919',2.02E+16,-122.21,-19.93,14,115.103,-8.61531,POINT (115.10273 -8.615306)
'5764608310153299183',2.02E+16,-125.5,-20,2,115.098,-8.60988,POINT (115.097924 -8.609875000000001)
'5764608310153299414',2.02E+16,-127,-20,3,115.096,-8.60343,POINT (115.095864 -8.603425999999999)
'5764608310153299533',2.02E+16,-127.05,-20,124,115.099,-8.60988,POINT (115.098954 -8.609875000000001)
'5764608310153299556',2.02E+16,-122.34,-17.77,71,115.1,-8.61022,POINT (115.09964 -8.610215)
'5764608310153299747',2.02E+16,-125.44,-20,9,115.1,-8.60784,POINT (115.099984 -8.607838000000001)
'5764608310153299977',2.02E+16,-126.81,-17.53,48,115.104,-8.62413,POINT (115.104447 -8.624132000000001)
'5764608310153300105',2.02E+16,-120.84,-18.19,45,115.107,-8.62413,POINT (115.107193 -8.624132000000001)
'5764608310153300152',2.02E+16,-127.14,-18.22,7,115.109,-8.62311,POINT (115.108567 -8.623113999999999)
'5764608310153300159',2.02E+16,-123.33,-19.67,3,115.109,-8.62209,POINT (115.10891 -8.622095)
'5764608310153300198',2.02E+16,-122,-20,4,115.108,-8.62108,POINT (115.108223 -8.621077)
'5764608310153300274',2.02E+16,-120.84,-19.74,25,115.105,-8.61768,POINT (115.105477 -8.617683)
'5764608310153300400',2.02E+16,-120.18,-19.36,11,115.108,-8.61768,POINT (115.10788 -8.617683)
'5764608310153300411',2.02E+16,-123,-20,3,115.109,-8.61734,POINT (115.10891 -8.617343)
'5764608310153300462',2.02E+16,-122.6,-20,5,115.109,-8.61565,POINT (115.10891 -8.615646)
'5764608310153300485',2.02E+16,-126.55,-17.23,11,115.109,-8.62345,POINT (115.109253 -8.623453)
'5764608310153300644',2.02E+16,-122,-18.5,11,115.113,-8.62379,POINT (115.113373 -8.623792999999999)
'5764608310153300717',2.02E+16,-121.84,-18.98,349,115.114,-8.62074,POINT (115.11406 -8.620738000000001)
'5764608310153300725',2.02E+16,-123.12,-19.62,8,115.113,-8.61938,POINT (115.113373 -8.61938)
'5764608310153300732',2.02E+16,-121.5,-20,6,115.114,-8.61972,POINT (115.11406 -8.619719)
'5764608310153300735',2.02E+16,-123.4,-19.51,360,115.114,-8.61938,POINT (115.114403 -8.61938)
'5764608310153300743',2.02E+16,-124.42,-17.92,12,115.11,-8.61802,POINT (115.109597 -8.618022)
'5764608310153300754',2.02E+16,-123.36,-17.43,14,115.11,-8.61768,POINT (115.109597 -8.617683)
'5764608310153300792',2.02E+16,-125,-20,3,115.111,-8.61768,POINT (115.111313 -8.617683)
'5764608310153300799',2.02E+16,-125.83,-19.67,6,115.112,-8.61666,POINT (115.111657 -8.616664)
'5764608310153300803',2.02E+16,-131.6,-20,5,115.11,-8.61599,POINT (115.109597 -8.615985)
'5764608310153300809',2.02E+16,-123.98,-15.41,45,115.11,-8.61599,POINT (115.10994 -8.615985)
'5764608310153300875',2.02E+16,-121.05,-18.76,21,115.113,-8.6187,POINT (115.11303 -8.618701)
'5764608310153300897',2.02E+16,-120.52,-19.88,1103,115.113,-8.6187,POINT (115.113373 -8.618701)
'5764608310153300909',2.02E+16,-121.69,-18.92,13,115.114,-8.61802,POINT (115.11406 -8.618022)
'5764608310153300919',2.02E+16,-121.33,-20,3,115.114,-8.61666,POINT (115.113716 -8.616664)
'5764608310153300927',2.02E+16,-121.86,-17.7,59,115.114,-8.61666,POINT (115.114403 -8.616664)
'5764608310153300957',2.02E+16,-120.44,-17.76,43,115.113,-8.61395,POINT (115.112686 -8.613949)
'5764608310153300988',2.02E+16,-123,-20,1,115.114,-8.61429,POINT (115.11406 -8.614288)
'5764608310153301198',2.02E+16,-120.44,-20,9,115.108,-8.61022,POINT (115.107537 -8.610215)
'5764608310153301474',2.02E+16,-127.57,-19.67,23,115.108,-8.60546,POINT (115.108223 -8.605461999999999)
'5764608310153301494',2.02E+16,-127.31,-20,198,115.108,-8.60343,POINT (115.108223 -8.603425999999999)
'5764608310153301591',2.02E+16,-123.25,-19.75,4,115.11,-8.60852,POINT (115.109597 -8.608516999999999)
'5764608310153301663',2.02E+16,-123.5,-20,2,115.113,-8.61123,POINT (115.11303 -8.611233)
'5764608310153301925',2.02E+16,-123.56,-18.59,72,115.113,-8.60716,POINT (115.113373 -8.60716)
'5764608310153301978',2.02E+16,-123.38,-20,8,115.113,-8.6041,POINT (115.11303 -8.604104)
'5764608310153302002',2.02E+16,-123,-20,1,115.114,-8.6041,POINT (115.113716 -8.604104)
'5764608310153302374',2.02E+16,-124.66,-19.72,9,115.094,-8.59392,POINT (115.09449 -8.593921)
'5764608310153302882',2.02E+16,-122.89,-17.17,9,115.1,-8.5946,POINT (115.099984 -8.594599000000001)
'5764608310153303633',2.02E+16,-125.45,-19.46,11,115.098,-8.58747,POINT (115.098267 -8.587471000000001)
'5764608310153304057',2.02E+16,-125.04,-19.19,24,115.103,-8.58204,POINT (115.103073 -8.582039)
'5764608310153304140',2.02E+16,-123.67,-19.67,3,115.104,-8.59935,POINT (115.104447 -8.599352)
'5764608310153304326',2.02E+16,-124.5,-20,2,115.104,-8.59664,POINT (115.104103 -8.596636)
'5764608310153304588',2.02E+16,-121,-20,3,115.11,-8.60207,POINT (115.10994 -8.602067999999999)
'5764608310153304749',2.02E+16,-127.8,-20,36,115.114,-8.60173,POINT (115.11406 -8.601728)
'5764608310153304826',2.02E+16,-128.54,-20,13,115.114,-8.59867,POINT (115.114403 -8.598673)
'5764608310153305348',2.02E+16,-121.18,-19.72,11,115.104,-8.58577,POINT (115.10376 -8.585773)
'5764608310153305798',2.02E+16,-120.67,-19,3,115.112,-8.58849,POINT (115.112343 -8.588488999999999)
'5764608310153306120',2.02E+16,-120.62,-18.88,8,115.115,-8.62447,POINT (115.115433 -8.624471)
'5764608310153306127',2.02E+16,-121,-18.75,2,115.116,-8.62345,POINT (115.115776 -8.623453)
'5764608310153306163',2.02E+16,-128,-19.33,6,115.116,-8.62277,POINT (115.116463 -8.622774)
'5764608310153306171',2.02E+16,-121.26,-19.63,15,115.117,-8.62277,POINT (115.11715 -8.622774)
'5764608310153306191',2.02E+16,-126.15,-19.08,13,115.116,-8.62074,POINT (115.115776 -8.620738000000001)
'5764608310153306200',2.02E+16,-121.8,-20,5,115.115,-8.6204,POINT (115.115433 -8.620398)
'5764608310153306209',2.02E+16,-123.34,-19.97,38,115.116,-8.62142,POINT (115.11612 -8.621416)
'5764608310153306218',2.02E+16,-120.9,-19.92,19,115.117,-8.62176,POINT (115.11715 -8.621756)
'5764608310153306219',2.02E+16,-122.25,-19.81,8,115.117,-8.62142,POINT (115.11715 -8.621416)
'5764608310153306275',2.02E+16,-122.67,-15.46,12,115.119,-8.62413,POINT (115.11921 -8.624132000000001)
'5764608310153306298',2.02E+16,-122.75,-19.83,12,115.12,-8.62311,POINT (115.119896 -8.623113999999999)
'5764608310153306365',2.02E+16,-124,-20,2,115.12,-8.61938,POINT (115.119553 -8.61938)
'5764608310153306368',2.02E+16,-128.3,-19.35,10,115.115,-8.61904,POINT (115.114746 -8.61904)
'5764608310153306383',2.02E+16,-121.97,-20,31,115.116,-8.61802,POINT (115.115776 -8.618022)
'5764608310153306388',2.02E+16,-124.4,-19.33,15,115.115,-8.617,POINT (115.114746 -8.617004)
'5764608310153306403',2.02E+16,-123,-17.75,4,115.116,-8.6187,POINT (115.116463 -8.618701)
'5764608310153306438',2.02E+16,-121.4,-19.95,20,115.115,-8.61565,POINT (115.11509 -8.615646)
'5764608310153306449',2.02E+16,-120.65,-14.79,167,115.115,-8.61463,POINT (115.114746 -8.614628)
'5764608310153306452',2.02E+16,-124.17,-14.47,58,115.115,-8.61429,POINT (115.114746 -8.614288)
'5764608310153306460',2.02E+16,-126.75,-20,4,115.115,-8.61429,POINT (115.115433 -8.614288)
'5764608310153306492',2.02E+16,-124.17,-20,12,115.117,-8.61429,POINT (115.116806 -8.614288)
'5764608310153306533',2.02E+16,-123.71,-16.47,373,115.119,-8.61802,POINT (115.118866 -8.618022)
'5764608310153306537',2.02E+16,-124,-19.88,4,115.12,-8.6187,POINT (115.119553 -8.618701)
'5764608310153306543',2.02E+16,-127.25,-19.25,4,115.12,-8.61802,POINT (115.119896 -8.618022)
'5764608310153306551',2.02E+16,-121.67,-17.5,9,115.119,-8.61666,POINT (115.11921 -8.616664)
'5764608310153306555',2.02E+16,-125.5,-15.5,14,115.12,-8.61734,POINT (115.119896 -8.617343)
'5764608310153306562',2.02E+16,-124.33,-16,12,115.118,-8.61632,POINT (115.117836 -8.616325)
'5764608310153306570',2.02E+16,-121.61,-15.86,130,115.119,-8.61632,POINT (115.118523 -8.616325)
'5764608310153306640',2.02E+16,-123.17,-20,6,115.12,-8.62311,POINT (115.12024 -8.623113999999999)
'5764608310153306641',2.02E+16,-125,-20,2,115.12,-8.62277,POINT (115.12024 -8.622774)
'5764608310153306664',2.02E+16,-122,-16.75,4,115.122,-8.62447,POINT (115.1223 -8.624471)
'5764608310153306674',2.02E+16,-122.75,-17.02,28,115.122,-8.62311,POINT (115.121956 -8.623113999999999)
'5764608310153306707',2.02E+16,-124.5,-20,8,115.121,-8.62006,POINT (115.120583 -8.620058999999999)
'5764608310153306751',2.02E+16,-128.75,-19.25,8,115.123,-8.61938,POINT (115.122643 -8.61938)
'5764608310153306822',2.02E+16,-128.33,-19.72,9,115.123,-8.62108,POINT (115.123329 -8.621077)
'5764608310153306826',2.02E+16,-122.81,-20,16,115.124,-8.62176,POINT (115.124016 -8.621756)
'5764608310153306840',2.02E+16,-121.08,-18.77,13,115.124,-8.6204,POINT (115.123673 -8.620398)
'5764608310153306848',2.02E+16,-123,-17.9,10,115.124,-8.62176,POINT (115.124359 -8.621756)
'5764608310153306852',2.02E+16,-123.33,-20,6,115.124,-8.62108,POINT (115.124359 -8.621077)
'5764608310153306895',2.02E+16,-127,-20,1,115.121,-8.61802,POINT (115.12127 -8.618022)
'5764608310153306948',2.02E+16,-124.05,-19.37,23,115.12,-8.61565,POINT (115.12024 -8.615646)
'5764608310153306958',2.02E+16,-122.25,-19.56,8,115.121,-8.61565,POINT (115.12127 -8.615646)
'5764608310153306964',2.02E+16,-124,-20,9,115.12,-8.61429,POINT (115.12024 -8.614288)
'5764608310153306968',2.02E+16,-125.5,-20,4,115.121,-8.61497,POINT (115.120926 -8.614967)
'5764608310153306989',2.02E+16,-121.13,-18.05,119,115.122,-8.61531,POINT (115.1223 -8.615306)
'5764608310153307000',2.02E+16,-120.07,-15.71,161,115.122,-8.61497,POINT (115.1223 -8.614967)
'5764608310153307005',2.02E+16,-124.8,-20,10,115.122,-8.61395,POINT (115.1223 -8.613949)
'5764608310153307012',2.02E+16,-123.75,-20,8,115.123,-8.61836,POINT (115.122986 -8.618361)
'5764608310153307022',2.02E+16,-121,-16,3,115.124,-8.61836,POINT (115.124016 -8.618361)
'5764608310153307040',2.02E+16,-126,-16.17,3,115.124,-8.61904,POINT (115.124359 -8.61904)
'5764608310153307063',2.02E+16,-125.25,-19.3,20,115.125,-8.61666,POINT (115.124703 -8.616664)
'5764608310153307087',2.02E+16,-128.5,-20,4,115.124,-8.61531,POINT (115.124016 -8.615306)
'5764608310153307105',2.02E+16,-125.8,-19.4,5,115.124,-8.61599,POINT (115.124359 -8.615985)
'5764608310153307125',2.02E+16,-125.41,-17.82,17,115.124,-8.61395,POINT (115.124359 -8.613949)
'5764608310153307131',2.02E+16,-121.55,-19.34,9,115.125,-8.61463,POINT (115.125389 -8.614628)
'5764608310153307147',2.02E+16,-120.6,-18.9,15,115.116,-8.61327,POINT (115.115776 -8.61327)
'5764608310153307153',2.02E+16,-122.06,-19.88,122,115.115,-8.61191,POINT (115.114746 -8.611912)
'5764608310153307197',2.02E+16,-123.7,-19.94,17,115.117,-8.61123,POINT (115.116806 -8.611233)
'5764608310153307201',2.02E+16,-121,-19.39,9,115.115,-8.61055,POINT (115.114746 -8.610553999999999)
'5764608310153307233',2.02E+16,-120.57,-18.07,7,115.116,-8.61055,POINT (115.11612 -8.610553999999999)
'5764608310153307246',2.02E+16,-124.91,-19.55,11,115.117,-8.61022,POINT (115.11715 -8.610215)
'5764608310153307278',2.02E+16,-123.75,-19.05,52,115.119,-8.61293,POINT (115.118523 -8.61293)
'5764608310153307279',2.02E+16,-121.53,-20,17,115.119,-8.61259,POINT (115.118523 -8.612591)
'5764608310153307284',2.02E+16,-121,-20,2,115.117,-8.61157,POINT (115.117493 -8.611572000000001)
'5764608310153307300',2.02E+16,-121.08,-16.71,12,115.119,-8.61293,POINT (115.118866 -8.61293)
'5764608310153307301',2.02E+16,-126.1,-16.7,10,115.119,-8.61259,POINT (115.118866 -8.612591)
'5764608310153307307',2.02E+16,-125.14,-16.5,7,115.12,-8.61327,POINT (115.119896 -8.61327)
'5764608310153307314',2.02E+16,-128,-20,8,115.119,-8.61225,POINT (115.11921 -8.612250999999999)
'5764608310153307337',2.02E+16,-121,-18.8,10,115.118,-8.61055,POINT (115.11818 -8.610553999999999)
'5764608310153307367',2.02E+16,-123.5,-18.69,18,115.119,-8.60988,POINT (115.11921 -8.609875000000001)
'5764608310153307444',2.02E+16,-123,-20,5,115.116,-8.60614,POINT (115.11612 -8.606141000000001)
'5764608310153307468',2.02E+16,-125.75,-19.38,4,115.115,-8.60478,POINT (115.115433 -8.604782999999999)
'5764608310153307480',2.02E+16,-120.25,-18.69,8,115.115,-8.6041,POINT (115.115433 -8.604104)
'5764608310153307509',2.02E+16,-120.5,-17.62,4,115.116,-8.60309,POINT (115.11612 -8.603085999999999)
'5764608310153307517',2.02E+16,-123,-16.8,10,115.117,-8.60309,POINT (115.116806 -8.603085999999999)
'5764608310153307574',2.02E+16,-124,-20,12,115.119,-8.60614,POINT (115.11921 -8.606141000000001)
'5764608310153307576',2.02E+16,-120.17,-19.33,6,115.12,-8.60682,POINT (115.119553 -8.606819999999999)
'5764608310153307650',2.02E+16,-132,-20,4,115.121,-8.61361,POINT (115.120583 -8.613609)
'5764608310153307692',2.02E+16,-121.6,-19.8,10,115.122,-8.61293,POINT (115.1223 -8.61293)
'5764608310153307695',2.02E+16,-120.33,-20,3,115.123,-8.61259,POINT (115.122643 -8.612591)
'5764608310153307698',2.02E+16,-122.73,-15.35,200,115.122,-8.61225,POINT (115.121956 -8.612250999999999)
'5764608310153307719',2.02E+16,-126.17,-17.92,18,115.121,-8.60988,POINT (115.120583 -8.609875000000001)
'5764608310153307723',2.02E+16,-120.67,-18.78,9,115.121,-8.61055,POINT (115.12127 -8.610553999999999)
'5764608310153307744',2.02E+16,-121.92,-18.35,13,115.122,-8.61089,POINT (115.121613 -8.610894)
'5764608310153307748',2.02E+16,-122.67,-20,3,115.122,-8.61022,POINT (115.121613 -8.610215)
'5764608310153307766',2.02E+16,-121.67,-18.25,6,115.122,-8.60886,POINT (115.121956 -8.608857)
'5764608310153307772',2.02E+16,-121.5,-17.43,14,115.122,-8.60886,POINT (115.1223 -8.608857)
'5764608310153307786',2.02E+16,-120.5,-20,4,115.124,-8.61361,POINT (115.124016 -8.613609)
'5764608310153307817',2.02E+16,-123.69,-19.6,19,115.125,-8.61327,POINT (115.125046 -8.61327)
'5764608310153307819',2.02E+16,-120.7,-18.08,13,115.125,-8.61327,POINT (115.125389 -8.61327)
'5764608310153307820',2.02E+16,-121,-19.33,3,115.125,-8.61293,POINT (115.125046 -8.61293)
'5764608310153307832',2.02E+16,-124,-20,4,115.125,-8.61225,POINT (115.125046 -8.612250999999999)
'5764608310153307864',2.02E+16,-121.83,-20,6,115.124,-8.60954,POINT (115.123673 -8.609536)
'5764608310153307920',2.02E+16,-123,-20,1,115.12,-8.60682,POINT (115.12024 -8.606819999999999)
'5764608310153307994',2.02E+16,-123.4,-19.9,5,115.121,-8.6041,POINT (115.12127 -8.604104)
'5764608310153307997',2.02E+16,-122,-19.52,24,115.121,-8.60309,POINT (115.120926 -8.603085999999999)
'5764608310153308047',2.02E+16,-122.14,-20,7,115.124,-8.60716,POINT (115.124016 -8.60716)
'5764608310153308068',2.02E+16,-126,-20,2,115.124,-8.6075,POINT (115.124359 -8.607499000000001)
'5764608310153308113',2.02E+16,-120.62,-17.69,8,115.123,-8.60376,POINT (115.122986 -8.603764999999999)
'5764608310153308141',2.02E+16,-122.57,-16.29,7,115.125,-8.60444,POINT (115.125046 -8.604444000000001)
'5764608310153308154',2.02E+16,-122,-20,9,115.125,-8.6041,POINT (115.125389 -8.604104)
'5764608310153308201',2.02E+16,-123,-19.5,1,115.128,-8.62413,POINT (115.127793 -8.624132000000001)
'5764608310153308222',2.02E+16,-121.39,-15.09,303,115.128,-8.62243,POINT (115.128136 -8.622435000000001)
'5764608310153308241',2.02E+16,-121.65,-18.63,37,115.126,-8.62006,POINT (115.125733 -8.620058999999999)
'5764608310153308249',2.02E+16,-126,-20,4,115.126,-8.62006,POINT (115.126419 -8.620058999999999)
'5764608310153308254',2.02E+16,-121.62,-19.81,8,115.127,-8.61972,POINT (115.126763 -8.619719)
'5764608310153308303',2.02E+16,-125.42,-18.4,62,115.13,-8.62345,POINT (115.129509 -8.623453)
'5764608310153308335',2.02E+16,-128.4,-18.7,5,115.131,-8.62345,POINT (115.130883 -8.623453)
'5764608310153308419',2.02E+16,-120.76,-20,17,115.126,-8.6187,POINT (115.126076 -8.618701)
'5764608310153308441',2.02E+16,-120.5,-20,10,115.126,-8.61734,POINT (115.126419 -8.617343)
'5764608310153308466',2.02E+16,-122.68,-18.32,19,115.127,-8.61768,POINT (115.127449 -8.617683)
'5764608310153308493',2.02E+16,-120.8,-18.66,36,115.126,-8.61531,POINT (115.126419 -8.615306)
'5764608310153308497',2.02E+16,-120.47,-19.25,38,115.126,-8.61463,POINT (115.125733 -8.614628)
'5764608310153308507',2.02E+16,-121.16,-18.36,32,115.127,-8.61463,POINT (115.126763 -8.614628)
'5764608310153308524',2.02E+16,-120.05,-18.27,20,115.128,-8.61565,POINT (115.127793 -8.615646)
'5764608310153308538',2.02E+16,-123.56,-17.69,36,115.128,-8.61497,POINT (115.128136 -8.614967)
'5764608310153308554',2.02E+16,-128.05,-18.29,19,115.13,-8.61904,POINT (115.129509 -8.61904)
'5764608310153308565',2.02E+16,-120.12,-17.97,50,115.128,-8.61666,POINT (115.128479 -8.616664)
'5764608310153308569',2.02E+16,-125.27,-20,11,115.129,-8.61734,POINT (115.129166 -8.617343)
'5764608310153308580',2.02E+16,-122,-20,7,115.13,-8.61836,POINT (115.129853 -8.618361)
'5764608310153308611',2.02E+16,-124,-18.89,198,115.129,-8.61599,POINT (115.128823 -8.615985)
'5764608310153308612',2.02E+16,-122.53,-19.86,99,115.128,-8.61565,POINT (115.128479 -8.615646)
'5764608310153308617',2.02E+16,-123.51,-18.52,386,115.129,-8.61599,POINT (115.129166 -8.615985)
'5764608310153308649',2.02E+16,-123.75,-20,8,115.131,-8.61599,POINT (115.130539 -8.615985)
'5764608310153308659',2.02E+16,-121,-18,6,115.13,-8.61463,POINT (115.130196 -8.614628)
'5764608310153308680',2.02E+16,-127.4,-20,10,115.132,-8.62447,POINT (115.131913 -8.624471)
'5764608310153308683',2.02E+16,-124.33,-18.17,6,115.132,-8.62413,POINT (115.132256 -8.624132000000001)
'5764608310153308685',2.02E+16,-125,-18,1,115.132,-8.62345,POINT (115.131913 -8.623453)
'5764608310153308692',2.02E+16,-130,-20,3,115.131,-8.62243,POINT (115.131226 -8.622435000000001)
'5764608310153308707',2.02E+16,-121,-12.5,2,115.133,-8.62413,POINT (115.132943 -8.624132000000001)
'5764608310153308766',2.02E+16,-121,-20,7,115.132,-8.61972,POINT (115.132256 -8.619719)
'5764608310153308778',2.02E+16,-122.5,-20,4,115.134,-8.62176,POINT (115.133629 -8.621756)
'5764608310153308795',2.02E+16,-121.11,-18.93,36,115.134,-8.62006,POINT (115.133629 -8.620058999999999)
'5764608310153308870',2.02E+16,-121,-17.69,8,115.134,-8.62108,POINT (115.134316 -8.621077)
'5764608310153308873',2.02E+16,-123,-20,2,115.135,-8.62142,POINT (115.134659 -8.621416)
'5764608310153308900',2.02E+16,-125.5,-19.62,4,115.135,-8.62108,POINT (115.135346 -8.621077)
'5764608310153308905',2.02E+16,-121.63,-16.23,30,115.136,-8.62142,POINT (115.136032 -8.621416)
'5764608310153308908',2.02E+16,-120.86,-14.71,7,115.136,-8.62108,POINT (115.136032 -8.621077)
'5764608310153308916',2.02E+16,-125.64,-18,14,115.135,-8.61972,POINT (115.135346 -8.619719)
'5764608310153308949',2.02E+16,-120.43,-20,7,115.131,-8.61666,POINT (115.131226 -8.616664)
'5764608310153308957',2.02E+16,-121.85,-20,13,115.132,-8.61666,POINT (115.131913 -8.616664)
'5764608310153308973',2.02E+16,-128,-20,2,115.133,-8.61802,POINT (115.133286 -8.618022)
'5764608310153309008',2.02E+16,-122.4,-20,5,115.131,-8.61497,POINT (115.131226 -8.614967)
'5764608310153309135',2.02E+16,-121.64,-19.5,11,115.135,-8.61531,POINT (115.135002 -8.615306)
'5764608310153309142',2.02E+16,-122,-18.43,7,115.134,-8.61429,POINT (115.134316 -8.614288)
'5764608310153309148',2.02E+16,-126,-20,1,115.135,-8.61429,POINT (115.134659 -8.614288)
'5764608310153309152',2.02E+16,-125.92,-17.14,40,115.135,-8.61632,POINT (115.135346 -8.616325)
'5764608310153309156',2.02E+16,-120.87,-13.8,137,115.135,-8.61565,POINT (115.135346 -8.615646)
'5764608310153309158',2.02E+16,-122.97,-19.98,31,115.136,-8.61565,POINT (115.135689 -8.615646)
'5764608310153309165',2.02E+16,-120.27,-19.18,11,115.136,-8.61531,POINT (115.136032 -8.615306)
'5764608310153309194',2.02E+16,-121.33,-18.33,9,115.127,-8.61361,POINT (115.126763 -8.613609)
'5764608310153309196',2.02E+16,-123.33,-20,3,115.126,-8.61293,POINT (115.126419 -8.61293)
'5764608310153309199',2.02E+16,-121.54,-19.54,11,115.127,-8.61259,POINT (115.126763 -8.612591)
'5764608310153309205',2.02E+16,-122,-19.25,2,115.126,-8.61123,POINT (115.125733 -8.611233)
'5764608310153309232',2.02E+16,-120.95,-18.74,21,115.127,-8.61225,POINT (115.127106 -8.612250999999999)
'5764608310153309313',2.02E+16,-128.2,-19.6,5,115.128,-8.61327,POINT (115.128479 -8.61327)
'5764608310153309329',2.02E+16,-122.67,-16.5,3,115.128,-8.61191,POINT (115.128479 -8.611912)
'5764608310153309336',2.02E+16,-120.88,-18.44,8,115.129,-8.61225,POINT (115.129166 -8.612250999999999)
'5764608310153309345',2.02E+16,-123.47,-18.07,36,115.13,-8.61327,POINT (115.129853 -8.61327)
'5764608310153309386',2.02E+16,-126,-20,1,115.13,-8.61089,POINT (115.129509 -8.610894)
'5764608310153309410',2.02E+16,-122,-20,5,115.13,-8.61089,POINT (115.130196 -8.610894)
'5764608310153309416',2.02E+16,-124.5,-20,2,115.131,-8.61089,POINT (115.130539 -8.610894)
'5764608310153309437',2.02E+16,-120.44,-20,9,115.131,-8.60852,POINT (115.130539 -8.608516999999999)
'5764608310153309439',2.02E+16,-121.2,-18.03,15,115.131,-8.60852,POINT (115.130883 -8.608516999999999)
'5764608310153309450',2.02E+16,-120.71,-17.89,14,115.127,-8.60818,POINT (115.126763 -8.608178000000001)
'5764608310153309468',2.02E+16,-121,-20,3,115.126,-8.60614,POINT (115.126419 -8.606141000000001)
'5764608310153309519',2.02E+16,-122,-20,1,115.127,-8.60444,POINT (115.126763 -8.604444000000001)
'5764608310153309527',2.02E+16,-122.33,-19,6,115.126,-8.60309,POINT (115.126076 -8.603085999999999)
'5764608310153309534',2.02E+16,-121.07,-19.39,14,115.127,-8.60343,POINT (115.126763 -8.603425999999999)
'5764608310153309549',2.02E+16,-122.2,-19.75,10,115.128,-8.60444,POINT (115.127793 -8.604444000000001)
'5764608310153309561',2.02E+16,-120.83,-19.94,18,115.128,-8.60376,POINT (115.127793 -8.603764999999999)
'5764608310153309566',2.02E+16,-120.61,-20,23,115.128,-8.60343,POINT (115.128136 -8.603425999999999)
'5764608310153309598',2.02E+16,-123.5,-19.06,8,115.13,-8.60614,POINT (115.129509 -8.606141000000001)
'5764608310153309624',2.02E+16,-129,-20,6,115.131,-8.60682,POINT (115.130539 -8.606819999999999)
'5764608310153309630',2.02E+16,-121.3,-19.95,10,115.131,-8.60614,POINT (115.130883 -8.606141000000001)
'5764608310153309634',2.02E+16,-121.05,-19.19,40,115.129,-8.60546,POINT (115.128823 -8.605461999999999)
'5764608310153309638',2.02E+16,-125.05,-16.97,19,115.129,-8.60478,POINT (115.128823 -8.604782999999999)
'5764608310153309640',2.02E+16,-123,-20,4,115.129,-8.60546,POINT (115.129166 -8.605461999999999)
'5764608310153309649',2.02E+16,-123.55,-18.5,22,115.128,-8.60376,POINT (115.128479 -8.603764999999999)
'5764608310153309651',2.02E+16,-125,-20,4,115.129,-8.60376,POINT (115.128823 -8.603764999999999)
'5764608310153309680',2.02E+16,-120.4,-19.37,15,115.13,-8.6041,POINT (115.129853 -8.604104)
'5764608310153309696',2.02E+16,-124,-20,2,115.131,-8.61361,POINT (115.131226 -8.613609)
'5764608310153309699',2.02E+16,-122,-20,1,115.132,-8.61327,POINT (115.131569 -8.61327)
'5764608310153309740',2.02E+16,-121.61,-19.96,13,115.133,-8.61293,POINT (115.133286 -8.61293)
'5764608310153309774',2.02E+16,-122.17,-17.74,17,115.132,-8.61022,POINT (115.132256 -8.610215)
'5764608310153309781',2.02E+16,-120.91,-19.48,22,115.131,-8.60852,POINT (115.131226 -8.608516999999999)
'5764608310153309788',2.02E+16,-122,-19.95,9,115.132,-8.60886,POINT (115.131913 -8.608857)
'5764608310153309796',2.02E+16,-122.5,-20,2,115.133,-8.61022,POINT (115.132599 -8.610215)
'5764608310153309813',2.02E+16,-120.95,-19.98,115,115.133,-8.60852,POINT (115.132599 -8.608516999999999)
