Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
'5764608310153990892',2.02E+16,-123,-20,3,115.235,-8.51244,POINT (115.234909 -8.51244)
'5764608310153991061',2.02E+16,-122.75,-20,36,115.233,-8.50802,POINT (115.232849 -8.508025)
'5764608310153991174',2.02E+16,-120.86,-18.52,28,115.225,-8.50429,POINT (115.224953 -8.504289999999999)
'5764608310153991396',2.02E+16,-124.52,-18.11,61,115.229,-8.50157,POINT (115.22873 -8.501574)
'5764608310153991413',2.02E+16,-121.06,-20,33,115.229,-8.49988,POINT (115.22873 -8.499875999999999)
'5764608310153991441',2.02E+16,-125,-17.72,9,115.225,-8.49784,POINT (115.22461 -8.497839000000001)
'5764608310153991470',2.02E+16,-122.83,-20,12,115.227,-8.49886,POINT (115.227013 -8.498858)
'5764608310153991493',2.02E+16,-120.34,-20,44,115.225,-8.4958,POINT (115.22461 -8.495802000000001)
'5764608310153991536',2.02E+16,-121.58,-20,31,115.226,-8.49546,POINT (115.225983 -8.495462)
'5764608310153991758',2.02E+16,-128.6,-20,5,115.231,-8.50157,POINT (115.231133 -8.501574)
'5764608310153991785',2.02E+16,-120.5,-19.75,4,115.232,-8.50191,POINT (115.232163 -8.501913999999999)
'5764608310153991787',2.02E+16,-124.33,-20,3,115.233,-8.50191,POINT (115.232506 -8.501913999999999)
'5764608310153991933',2.02E+16,-123,-20,2,115.235,-8.49988,POINT (115.234909 -8.499875999999999)
'5764608310153992034',2.02E+16,-123.78,-18,9,115.232,-8.49682,POINT (115.231819 -8.49682)
'5764608310153992084',2.02E+16,-123.75,-20,16,115.233,-8.4975,POINT (115.232849 -8.497499000000001)
'5764608310153992153',2.02E+16,-120.67,-18.83,6,115.234,-8.49512,POINT (115.233536 -8.495123)
'5764608310153992247',2.02E+16,-120.37,-17.01,30,115.237,-8.51346,POINT (115.237313 -8.513458)
'5764608310153992264',2.02E+16,-123.6,-19.65,33,115.236,-8.51312,POINT (115.236283 -8.513119)
'5764608310153992295',2.02E+16,-126.75,-17.67,12,115.237,-8.5121,POINT (115.237313 -8.5121)
'5764608310153992318',2.02E+16,-121,-20,2,115.238,-8.51108,POINT (115.237999 -8.511080999999999)
'5764608310153992408',2.02E+16,-121,-20,4,115.239,-8.51176,POINT (115.239029 -8.511760000000001)
'5764608310153992410',2.02E+16,-122.25,-20,8,115.239,-8.51176,POINT (115.239373 -8.511760000000001)
'5764608310153992417',2.02E+16,-130,-20,3,115.24,-8.51278,POINT (115.239716 -8.512779)
'5764608310153992483',2.02E+16,-121.61,-20,18,115.237,-8.51006,POINT (115.237313 -8.510063000000001)
'5764608310153992493',2.02E+16,-127.69,-20,13,115.238,-8.50938,POINT (115.237656 -8.509383999999999)
'5764608310153992551',2.02E+16,-121.89,-19.96,27,115.237,-8.50667,POINT (115.237313 -8.506667)
'5764608310153992560',2.02E+16,-122,-20,5,115.237,-8.50633,POINT (115.236969 -8.506328)
'5764608310153992593',2.02E+16,-121,-18,7,115.238,-8.50871,POINT (115.238343 -8.508705000000001)
'5764608310153992597',2.02E+16,-123.05,-16.64,39,115.238,-8.50802,POINT (115.238343 -8.508025)
'5764608310153992604',2.02E+16,-122,-20,1,115.239,-8.50836,POINT (115.239029 -8.508365)
'5764608310153992615',2.02E+16,-129.25,-20,4,115.24,-8.50938,POINT (115.240059 -8.509383999999999)
'5764608310153992663',2.02E+16,-129,-20,4,115.239,-8.50531,POINT (115.238686 -8.505309)
'5764608310153992736',2.02E+16,-130.57,-18.86,7,115.242,-8.51583,POINT (115.242462 -8.515835000000001)
'5764608310153992814',2.02E+16,-123,-20,1,115.243,-8.51244,POINT (115.243492 -8.51244)
'5764608310153992852',2.02E+16,-128.82,-20,11,115.244,-8.5138,POINT (115.243836 -8.513798)
'5764608310153992905',2.02E+16,-128,-20,3,115.245,-8.51278,POINT (115.244522 -8.512779)
'5764608310153992929',2.02E+16,-121,-16,4,115.245,-8.51278,POINT (115.245209 -8.512779)
'5764608310153993001',2.02E+16,-123.98,-18.18,41,115.243,-8.51006,POINT (115.243149 -8.510063000000001)
'5764608310153993005',2.02E+16,-120.16,-17.6,198,115.243,-8.50938,POINT (115.243149 -8.509383999999999)
'5764608310153993142',2.02E+16,-122.44,-20,25,115.246,-8.50836,POINT (115.245552 -8.508365)
'5764608310153993317',2.02E+16,-120.86,-20,7,115.237,-8.50123,POINT (115.236969 -8.501235000000001)
'5764608310153993338',2.02E+16,-123.5,-17.92,24,115.238,-8.50089,POINT (115.237999 -8.500895)
'5764608310153993397',2.02E+16,-127.25,-20,4,115.24,-8.50259,POINT (115.239716 -8.502592999999999)
'5764608310153993496',2.02E+16,-126.07,-19.07,462,115.236,-8.49818,POINT (115.236283 -8.498178999999999)
'5764608310153993530',2.02E+16,-126.17,-16.33,6,115.238,-8.49818,POINT (115.237999 -8.498178999999999)
'5764608310153993566',2.02E+16,-128.5,-16.75,2,115.237,-8.49478,POINT (115.236626 -8.494783)
'5764608310153993569',2.02E+16,-121,-20,1,115.237,-8.49648,POINT (115.236969 -8.496480999999999)
'5764608310153993571',2.02E+16,-122.09,-19.91,11,115.237,-8.49648,POINT (115.237313 -8.496480999999999)
'5764608310153993679',2.02E+16,-123.55,-19.95,11,115.239,-8.4958,POINT (115.239373 -8.495802000000001)
'5764608310153993696',2.02E+16,-122.44,-20,329,115.24,-8.49682,POINT (115.239716 -8.49682)
'5764608310153993836',2.02E+16,-125.78,-19.92,18,115.243,-8.50157,POINT (115.243149 -8.501574)
'5764608310153994049',2.02E+16,-122,-20,1,115.241,-8.49648,POINT (115.241089 -8.496480999999999)
'5764608310153994084',2.02E+16,-120.44,-19.32,93,115.242,-8.49614,POINT (115.242462 -8.496141)
'5764608310153994203',2.02E+16,-122.29,-18.5,7,115.245,-8.49512,POINT (115.244866 -8.495123)
'5764608310153994285',2.02E+16,-130.17,-20,6,115.249,-8.53655,POINT (115.248642 -8.536546000000001)
'5764608310153994291',2.02E+16,-125.36,-19.82,11,115.248,-8.53587,POINT (115.248299 -8.535867)
'5764608310153994300',2.02E+16,-121.67,-19.25,6,115.249,-8.53553,POINT (115.248642 -8.535527999999999)
'5764608310153994325',2.02E+16,-128.33,-20,3,115.247,-8.53247,POINT (115.246582 -8.532472)
'5764608310153994332',2.02E+16,-128.15,-20,13,115.247,-8.53281,POINT (115.247269 -8.532811000000001)
'5764608310153994333',2.02E+16,-127.4,-19.5,5,115.247,-8.53247,POINT (115.247269 -8.532472)
'5764608310153994452',2.02E+16,-126.51,-20,35,115.249,-8.53281,POINT (115.249329 -8.532811000000001)
'5764608310153994501',2.02E+16,-122,-20,10,115.247,-8.53111,POINT (115.246582 -8.531114000000001)
'5764608310153994552',2.02E+16,-122.25,-20,4,115.249,-8.53077,POINT (115.248642 -8.530774000000001)
'5764608310153994576',2.02E+16,-123.36,-19.45,11,115.247,-8.52806,POINT (115.246582 -8.528058)
'5764608310153994587',2.02E+16,-122,-18.67,6,115.248,-8.52772,POINT (115.247612 -8.527718999999999)
'5764608310153994609',2.02E+16,-120.33,-20,6,115.248,-8.52772,POINT (115.247956 -8.527718999999999)
'5764608310153994619',2.02E+16,-122.17,-20,6,115.249,-8.52772,POINT (115.248986 -8.527718999999999)
'5764608310153994641',2.02E+16,-127.52,-19.89,23,115.249,-8.53044,POINT (115.249329 -8.530435000000001)
'5764608310153994647',2.02E+16,-125.5,-20,2,115.25,-8.52976,POINT (115.249672 -8.529755999999999)
'5764608310153994715',2.02E+16,-120.5,-20,2,115.25,-8.52772,POINT (115.250359 -8.527718999999999)
'5764608310153994734',2.02E+16,-121,-20,4,115.252,-8.52874,POINT (115.251732 -8.528737)
'5764608310153994772',2.02E+16,-128.88,-20,8,115.252,-8.53553,POINT (115.252076 -8.535527999999999)
'5764608310153994777',2.02E+16,-122.14,-17,21,115.253,-8.53587,POINT (115.252762 -8.535867)
'5764608310153994831',2.02E+16,-123,-20,28,115.253,-8.53383,POINT (115.253105 -8.53383)
'5764608310153994867',2.02E+16,-127,-20,4,115.254,-8.53315,POINT (115.253792 -8.533151)
'5764608310153994869',2.02E+16,-124.14,-19.86,14,115.253,-8.53247,POINT (115.253449 -8.532472)
'5764608310153994872',2.02E+16,-127,-20,9,115.254,-8.53349,POINT (115.254135 -8.533489999999999)
'5764608310153994873',2.02E+16,-120.4,-20,5,115.254,-8.53315,POINT (115.254135 -8.533151)
'5764608310153994876',2.02E+16,-127.5,-20,6,115.254,-8.53281,POINT (115.254135 -8.532811000000001)
'5764608310153994903',2.02E+16,-123,-19.75,12,115.255,-8.53519,POINT (115.255165 -8.535188)
'5764608310153994933',2.02E+16,-123.37,-17.99,30,115.256,-8.53519,POINT (115.256195 -8.535188)
'5764608310153994967',2.02E+16,-125.2,-20,5,115.255,-8.53247,POINT (115.255165 -8.532472)
'5764608310153994999',2.02E+16,-120.17,-19.17,6,115.257,-8.53247,POINT (115.256539 -8.532472)
'5764608310153995031',2.02E+16,-122,-20,6,115.252,-8.52976,POINT (115.252419 -8.529755999999999)
'5764608310153995043',2.02E+16,-124.25,-19.88,4,115.254,-8.53179,POINT (115.253792 -8.531792999999999)
'5764608310153995046',2.02E+16,-123.9,-20,10,115.254,-8.53145,POINT (115.253792 -8.531452999999999)
'5764608310153995115',2.02E+16,-121.31,-19.31,13,115.254,-8.52908,POINT (115.254479 -8.529077000000001)
'5764608310153995186',2.02E+16,-120.67,-20,6,115.257,-8.53077,POINT (115.256539 -8.530774000000001)
'5764608310153995200',2.02E+16,-129.67,-20,3,115.255,-8.52942,POINT (115.254822 -8.529416000000001)
'5764608310153995266',2.02E+16,-121,-19,2,115.247,-8.5267,POINT (115.246926 -8.5267)
'5764608310153995399',2.02E+16,-131.25,-20,4,115.25,-8.52568,POINT (115.249672 -8.525681000000001)
'5764608310153995439',2.02E+16,-121.21,-20,24,115.252,-8.52568,POINT (115.251732 -8.525681000000001)
'5764608310153995687',2.02E+16,-120.69,-20,16,115.251,-8.52025,POINT (115.251046 -8.520249)
'5764608310153995759',2.02E+16,-127.55,-18.5,11,115.252,-8.51753,POINT (115.251732 -8.517533)
'5764608310153996026',2.02E+16,-122.82,-19.59,45,115.257,-8.52263,POINT (115.257225 -8.522625999999999)
'5764608310153996252',2.02E+16,-120.8,-20,5,115.256,-8.51651,POINT (115.255509 -8.516514000000001)
'5764608310153996301',2.02E+16,-122.2,-20,5,115.258,-8.53655,POINT (115.258255 -8.536546000000001)
'5764608310153996387',2.02E+16,-121.12,-17.12,8,115.259,-8.53451,POINT (115.259285 -8.534509)
'5764608310153996423',2.02E+16,-121.74,-16.47,57,115.261,-8.53655,POINT (115.260659 -8.536546000000001)
'5764608310153996527',2.02E+16,-125,-20,2,115.263,-8.53383,POINT (115.262719 -8.53383)
'5764608310153996529',2.02E+16,-127.6,-19.7,5,115.262,-8.53315,POINT (115.261689 -8.533151)
'5764608310153996537',2.02E+16,-123.23,-20,13,115.262,-8.53315,POINT (115.262375 -8.533151)
'5764608310153996606',2.02E+16,-124.98,-18.8,44,115.26,-8.53009,POINT (115.259972 -8.530094999999999)
'5764608310153996689',2.02E+16,-126.8,-20,5,115.26,-8.53044,POINT (115.260315 -8.530435000000001)
'5764608310153996693',2.02E+16,-123,-20,3,115.26,-8.52976,POINT (115.260315 -8.529755999999999)
'5764608310153996703',2.02E+16,-126.68,-19.18,22,115.261,-8.52976,POINT (115.261345 -8.529755999999999)
'5764608310153996807',2.02E+16,-124,-20,2,115.263,-8.53655,POINT (115.263405 -8.536546000000001)
'5764608310153996941',2.02E+16,-123.7,-17.13,269,115.266,-8.53655,POINT (115.266495 -8.536546000000001)
'5764608310153996992',2.02E+16,-124.67,-20,6,115.266,-8.53485,POINT (115.265808 -8.534849000000001)
'5764608310153997001',2.02E+16,-120.15,-20,68,115.266,-8.53451,POINT (115.266495 -8.534509)
'5764608310153997075',2.02E+16,-124.94,-18.32,17,115.263,-8.53044,POINT (115.263405 -8.530435000000001)
'5764608310153997194',2.02E+16,-128.11,-19.94,26,115.267,-8.53213,POINT (115.266838 -8.532132000000001)
'5764608310153997224',2.02E+16,-124.89,-20,27,115.268,-8.53213,POINT (115.267868 -8.532132000000001)
'5764608310153997303',2.02E+16,-125.71,-18.85,112,115.268,-8.52704,POINT (115.267525 -8.527039)
'5764608310153997378',2.02E+16,-123.95,-19.37,91,115.258,-8.52398,POINT (115.257912 -8.523984)
'5764608310153997412',2.02E+16,-124,-20,4,115.259,-8.52331,POINT (115.258942 -8.523305000000001)
'5764608310153997421',2.02E+16,-126,-19.62,4,115.26,-8.52296,POINT (115.259629 -8.522964999999999)
'5764608310153997493',2.02E+16,-125,-20,4,115.262,-8.52432,POINT (115.261689 -8.524322999999999)
'5764608310153997614',2.02E+16,-128,-20,1,115.26,-8.52059,POINT (115.259972 -8.520588)
'5764608310153997998',2.02E+16,-124.25,-20,8,115.268,-8.52602,POINT (115.268212 -8.526021)
'5764608310153998075',2.02E+16,-121.5,-20,2,115.268,-8.52229,POINT (115.268212 -8.522285999999999)
'5764608310153998261',2.02E+16,-122,-20,1,115.267,-8.51889,POINT (115.267182 -8.518891)
'5764608310153998632',2.02E+16,-122.02,-19.14,95,115.249,-8.5104,POINT (115.248642 -8.510402000000001)
'5764608310153998709',2.02E+16,-125.73,-18.41,11,115.248,-8.50531,POINT (115.247956 -8.505309)
'5764608310153998724',2.02E+16,-125.57,-20,7,115.249,-8.50972,POINT (115.249329 -8.509722999999999)
'5764608310153998736',2.02E+16,-122.29,-16.71,17,115.249,-8.50904,POINT (115.249329 -8.509043999999999)
'5764608310153998764',2.02E+16,-123.4,-19.6,10,115.251,-8.50972,POINT (115.251389 -8.509722999999999)
'5764608310153998825',2.02E+16,-125.9,-20,20,115.251,-8.50735,POINT (115.251389 -8.507346)
'5764608310153999207',2.02E+16,-121.67,-19.79,12,115.254,-8.50667,POINT (115.253792 -8.506667)
'5764608310153999269',2.02E+16,-123,-18.25,2,115.256,-8.50938,POINT (115.256195 -8.509383999999999)
'5764608310153999284',2.02E+16,-120.58,-18.1,29,115.256,-8.50836,POINT (115.256195 -8.508365)
'5764608310153999497',2.02E+16,-122.54,-19.96,13,115.25,-8.50463,POINT (115.250016 -8.504630000000001)
'5764608310153999520',2.02E+16,-123.32,-18.71,34,115.251,-8.50497,POINT (115.250702 -8.50497)
'5764608310153999565',2.02E+16,-128,-20,6,115.25,-8.50123,POINT (115.250016 -8.501235000000001)
'5764608310153999585',2.02E+16,-120.11,-17.8,27,115.251,-8.50191,POINT (115.250702 -8.501913999999999)
'5764608310153999609',2.02E+16,-123.2,-20,5,115.251,-8.50056,POINT (115.251389 -8.500555)
'5764608310153999715',2.02E+16,-121.78,-20,141,115.248,-8.49648,POINT (115.248299 -8.496480999999999)
'5764608310153999836',2.02E+16,-124,-19.62,4,115.25,-8.49478,POINT (115.250016 -8.494783)
'5764608310153999943',2.02E+16,-120.33,-19.62,30,115.252,-8.50123,POINT (115.252419 -8.501235000000001)
'5764608310153999970',2.02E+16,-125.6,-20,10,115.254,-8.50225,POINT (115.253792 -8.502253)
'5764608310153999984',2.02E+16,-121.91,-19.91,22,115.253,-8.50089,POINT (115.253449 -8.500895)
'5764608310154000009',2.02E+16,-126,-18.63,4,115.256,-8.50463,POINT (115.255509 -8.504630000000001)
'5764608310154000239',2.02E+16,-120.43,-19.91,28,115.254,-8.4958,POINT (115.254479 -8.495802000000001)
'5764608310154000393',2.02E+16,-121,-20,4,115.258,-8.51549,POINT (115.258255 -8.515495)
'5764608310154000415',2.02E+16,-124.6,-19.7,5,115.259,-8.51346,POINT (115.258599 -8.513458)
'5764608310154000536',2.02E+16,-128,-20,3,115.261,-8.51448,POINT (115.261002 -8.514477000000001)
'5764608310154000781',2.02E+16,-120.2,-20,5,115.261,-8.50938,POINT (115.261002 -8.509383999999999)
'5764608310154000956',2.02E+16,-122.25,-18.63,20,115.265,-8.5138,POINT (115.265122 -8.513798)
'5764608310154001077',2.02E+16,-122.83,-18.96,12,115.267,-8.51346,POINT (115.267182 -8.513458)
'5764608310154001335',2.02E+16,-126,-20,1,115.268,-8.50802,POINT (115.267525 -8.508025)
'5764608310154001425',2.02E+16,-121,-20,4,115.258,-8.50327,POINT (115.257569 -8.503272000000001)
'5764608310154001827',2.02E+16,-122.67,-20,3,115.262,-8.4992,POINT (115.262032 -8.499197000000001)
'5764608310154002030',2.02E+16,-128.33,-20,3,115.265,-8.50157,POINT (115.265465 -8.501574)
'5764608310154002208',2.02E+16,-127,-19.25,6,115.264,-8.49954,POINT (115.264435 -8.499537)
'5764608310154002677',2.02E+16,-120.78,-19.67,9,115.273,-8.57593,POINT (115.272675 -8.575927999999999)
'5764608310154003218',2.02E+16,-122.68,-19.92,19,115.274,-8.57423,POINT (115.274392 -8.574230999999999)
'5764608310154003483',2.02E+16,-120.43,-17.5,1116,115.27,-8.56846,POINT (115.269585 -8.56846)
'5764608310154003836',2.02E+16,-123,-19.75,4,115.271,-8.55997,POINT (115.270615 -8.559972)
'5764608310154005013',2.02E+16,-128.2,-20,5,115.285,-8.57864,POINT (115.285035 -8.578644000000001)
'5764608310154006142',2.02E+16,-121.6,-19.7,10,115.287,-8.5654,POINT (115.287438 -8.565403999999999)
'5764608310154006587',2.02E+16,-121.58,-18.71,12,115.271,-8.5576,POINT (115.270958 -8.557596)
'5764608310154006601',2.02E+16,-120.14,-20,14,115.269,-8.55624,POINT (115.269242 -8.556238)
'5764608310154006836',2.02E+16,-124.67,-20,3,115.27,-8.55182,POINT (115.269928 -8.551824)
'5764608310154006896',2.02E+16,-122.6,-20,10,115.27,-8.54979,POINT (115.269928 -8.549787)
'5764608310154006931',2.02E+16,-127.75,-18.88,8,115.272,-8.55216,POINT (115.271645 -8.552163999999999)
'5764608310154007323',2.02E+16,-120.29,-17,7,115.275,-8.55216,POINT (115.275078 -8.552163999999999)
'5764608310154007602',2.02E+16,-123.67,-17.93,21,115.27,-8.54707,POINT (115.270272 -8.547071000000001)
'5764608310154007638',2.02E+16,-123.25,-20,4,115.269,-8.54368,POINT (115.268898 -8.543676)
'5764608310154010662',2.02E+16,-120.85,-20,68,115.292,-8.58034,POINT (115.292244 -8.580342)
'5764608310154014055',2.02E+16,-126,-20,3,115.303,-8.56099,POINT (115.303231 -8.560991)
'5764608310154016035',2.02E+16,-120.33,-20,3,115.292,-8.54266,POINT (115.292244 -8.542657)
'5764608310154016249',2.02E+16,-125.33,-18.9,15,115.295,-8.53858,POINT (115.295334 -8.538583000000001)
'5764608310154016701',2.02E+16,-127.25,-20,4,115.301,-8.54062,POINT (115.300827 -8.540620000000001)
'5764608310154016751',2.02E+16,-122,-19.85,10,115.301,-8.53926,POINT (115.301171 -8.539261999999999)
'5764608310154017200',2.02E+16,-124,-20,1,115.306,-8.5525,POINT (115.305634 -8.552503)
'5764608310154017479',2.02E+16,-122.68,-18.13,143,115.31,-8.55556,POINT (115.310097 -8.555558999999999)
'5764608310154017928',2.02E+16,-122.67,-20,3,115.305,-8.54843,POINT (115.304947 -8.548428999999999)
'5764608310154018020',2.02E+16,-120.2,-19.88,20,115.306,-8.54503,POINT (115.305634 -8.545033999999999)
'5764608310154018069',2.02E+16,-122.48,-18.96,25,115.302,-8.54062,POINT (115.301514 -8.540620000000001)
'5764608310154018123',2.02E+16,-124,-18.04,50,115.303,-8.53994,POINT (115.302544 -8.539941000000001)
'5764608310154018868',2.02E+16,-121,-20,2,115.27,-8.53553,POINT (115.269928 -8.535527999999999)
'5764608310154018872',2.02E+16,-123.17,-19.92,6,115.271,-8.53621,POINT (115.270615 -8.536207000000001)
'5764608310154018914',2.02E+16,-123.63,-20,8,115.27,-8.53485,POINT (115.270272 -8.534849000000001)
'5764608310154019112',2.02E+16,-128.2,-20,5,115.271,-8.53213,POINT (115.270615 -8.532132000000001)
'5764608310154019129',2.02E+16,-120.8,-20,5,115.271,-8.53044,POINT (115.270615 -8.530435000000001)
'5764608310154019153',2.02E+16,-120.67,-18.71,43,115.269,-8.52772,POINT (115.268555 -8.527718999999999)
'5764608310154019197',2.02E+16,-121.9,-20,10,115.271,-8.52704,POINT (115.270615 -8.527039)
'5764608310154019213',2.02E+16,-122.12,-20,16,115.272,-8.53111,POINT (115.271988 -8.531114000000001)
'5764608310154019239',2.02E+16,-120.37,-20,11,115.273,-8.53111,POINT (115.273018 -8.531114000000001)
'5764608310154019619',2.02E+16,-126,-20,1,115.276,-8.53179,POINT (115.275765 -8.531792999999999)
'5764608310154019942',2.02E+16,-128,-20,3,115.27,-8.52331,POINT (115.270272 -8.523305000000001)
'5764608310154020064',2.02E+16,-122.1,-20,10,115.273,-8.52398,POINT (115.272675 -8.523984)
'5764608310154020125',2.02E+16,-121.67,-14.92,39,115.269,-8.51889,POINT (115.269242 -8.518891)
'5764608310154020228',2.02E+16,-126.2,-20,20,115.271,-8.52059,POINT (115.271302 -8.520588)
'5764608310154020284',2.02E+16,-121.25,-18.9,20,115.273,-8.51923,POINT (115.273362 -8.51923)
'5764608310154020414',2.02E+16,-127,-20,1,115.276,-8.52466,POINT (115.276451 -8.524663)
'5764608310154020874',2.02E+16,-126,-20,1,115.281,-8.53756,POINT (115.280571 -8.537564999999999)
'5764608310154022069',2.02E+16,-126,-18.25,2,115.284,-8.52432,POINT (115.283661 -8.524322999999999)
'5764608310154023175',2.02E+16,-124.56,-20,9,115.269,-8.50938,POINT (115.268898 -8.509383999999999)
'5764608310154023418',2.02E+16,-121.25,-20,16,115.274,-8.50633,POINT (115.273705 -8.506328)
'5764608310154023421',2.02E+16,-120.33,-20,3,115.273,-8.50531,POINT (115.273362 -8.505309)
'5764608310154023733',2.02E+16,-120.5,-20,4,115.275,-8.50802,POINT (115.275421 -8.508025)
'5764608310154023760',2.02E+16,-120.5,-20,4,115.274,-8.50633,POINT (115.274048 -8.506328)
'5764608310154023914',2.02E+16,-124.9,-20,10,115.279,-8.50769,POINT (115.279198 -8.507686)
'5764608310154023982',2.02E+16,-124.6,-20,5,115.271,-8.50429,POINT (115.270958 -8.504289999999999)
'5764608310154024005',2.02E+16,-126.75,-17.5,4,115.269,-8.50123,POINT (115.268555 -8.501235000000001)
'5764608310154024373',2.02E+16,-120.38,-20,8,115.273,-8.49716,POINT (115.272675 -8.497160000000001)
'5764608310154024399',2.02E+16,-125,-20,5,115.272,-8.4958,POINT (115.272332 -8.495802000000001)
'5764608310154024819',2.02E+16,-121.08,-20,48,115.276,-8.49512,POINT (115.275765 -8.495123)
'5764608310154025129',2.02E+16,-127,-20,4,115.284,-8.51549,POINT (115.284348 -8.515495)
'5764608310154025135',2.02E+16,-125.19,-20,26,115.285,-8.51482,POINT (115.284691 -8.514816)
'5764608310154025572',2.02E+16,-121.33,-20,3,115.286,-8.51244,POINT (115.286408 -8.51244)
'5764608310154026163',2.02E+16,-122.83,-19.58,6,115.284,-8.50327,POINT (115.284005 -8.503272000000001)
'5764608310154026762',2.02E+16,-127.67,-20,3,115.286,-8.49954,POINT (115.286064 -8.499537)
'5764608310154028195',2.02E+16,-122.45,-16.5,293,115.295,-8.52636,POINT (115.294991 -8.52636)
'5764608310154029642',2.02E+16,-121.4,-20,5,115.308,-8.53485,POINT (115.308037 -8.534849000000001)
'5764608310154030167',2.02E+16,-121.35,-20,23,115.302,-8.52161,POINT (115.301857 -8.521607000000001)
'5764608310154031452',2.02E+16,-121,-20,1,115.291,-8.50565,POINT (115.291214 -8.505649)
'5764608310154035204',2.02E+16,-130.6,-20,5,115.225,-8.49343,POINT (115.22461 -8.493425)
'5764608310154035255',2.02E+16,-122.38,-19.94,8,115.226,-8.49173,POINT (115.226326 -8.491727000000001)
'5764608310154035270',2.02E+16,-127.25,-20,4,115.225,-8.49071,POINT (115.224953 -8.490708)
'5764608310154035284',2.02E+16,-123.2,-19.3,5,115.225,-8.48935,POINT (115.22461 -8.48935)
'5764608310154035305',2.02E+16,-122.98,-20,53,115.227,-8.49105,POINT (115.22667 -8.491047999999999)
'5764608310154035325',2.02E+16,-126,-20,1,115.227,-8.48901,POINT (115.22667 -8.48901)
'5764608310154035354',2.02E+16,-122.26,-19.78,81,115.228,-8.49275,POINT (115.228386 -8.492746)
'5764608310154035368',2.02E+16,-125,-20,4,115.229,-8.4941,POINT (115.229416 -8.494104)
'5764608310154035370',2.02E+16,-124.94,-15.53,48,115.23,-8.4941,POINT (115.22976 -8.494104)
'5764608310154035392',2.02E+16,-122.17,-17.83,18,115.227,-8.49139,POINT (115.227356 -8.491387)
'5764608310154035395',2.02E+16,-120.37,-16.06,76,115.228,-8.49105,POINT (115.2277 -8.491047999999999)
'5764608310154035398',2.02E+16,-120.1,-15.49,38,115.228,-8.49071,POINT (115.2277 -8.490708)
'5764608310154035403',2.02E+16,-124.5,-15.55,30,115.228,-8.49105,POINT (115.228386 -8.491047999999999)
'5764608310154035404',2.02E+16,-125.54,-19.88,45,115.228,-8.49071,POINT (115.228043 -8.490708)
'5764608310154035417',2.02E+16,-121.2,-18.37,15,115.228,-8.48969,POINT (115.228043 -8.48969)
'5764608310154035418',2.02E+16,-125.03,-18.51,57,115.228,-8.49003,POINT (115.228386 -8.490029)
'5764608310154035420',2.02E+16,-127.75,-20,4,115.228,-8.48935,POINT (115.228043 -8.48935)
'5764608310154035460',2.02E+16,-126.67,-18.83,3,115.225,-8.48799,POINT (115.22461 -8.487992)
'5764608310154035470',2.02E+16,-125.75,-20,4,115.226,-8.48799,POINT (115.22564 -8.487992)
'5764608310154035479',2.02E+16,-123.42,-19.96,26,115.225,-8.48629,POINT (115.224953 -8.486294000000001)
'5764608310154035486',2.02E+16,-132,-20,1,115.226,-8.48663,POINT (115.22564 -8.486634)
'5764608310154035507',2.02E+16,-123.5,-16.55,36,115.226,-8.48697,POINT (115.226326 -8.486972999999999)
'5764608310154035510',2.02E+16,-122.64,-16.89,47,115.226,-8.48663,POINT (115.226326 -8.486634)
'5764608310154035511',2.02E+16,-122.43,-16.47,116,115.226,-8.48629,POINT (115.226326 -8.486294000000001)
'5764608310154035517',2.02E+16,-122.03,-14.98,159,115.227,-8.48629,POINT (115.22667 -8.486294000000001)
'5764608310154035520',2.02E+16,-127.8,-20,5,115.225,-8.48595,POINT (115.22461 -8.485954)
'5764608310154035521',2.02E+16,-123.67,-20,3,115.225,-8.48561,POINT (115.22461 -8.485614999999999)
'5764608310154035523',2.02E+16,-123.36,-19.77,11,115.225,-8.48561,POINT (115.224953 -8.485614999999999)
'5764608310154035529',2.02E+16,-120.97,-19.3,87,115.225,-8.48561,POINT (115.225296 -8.485614999999999)
'5764608310154035547',2.02E+16,-122.53,-20,15,115.226,-8.48426,POINT (115.22564 -8.484257000000001)
'5764608310154035552',2.02E+16,-131,-20,3,115.226,-8.48595,POINT (115.225983 -8.485954)
'5764608310154035558',2.02E+16,-126.25,-18.31,8,115.226,-8.48527,POINT (115.226326 -8.485275)
'5764608310154035563',2.02E+16,-122.94,-16.03,50,115.227,-8.48561,POINT (115.227013 -8.485614999999999)
'5764608310154035569',2.02E+16,-121.48,-18.62,102,115.226,-8.48426,POINT (115.225983 -8.484257000000001)
'5764608310154035573',2.02E+16,-120.7,-18.82,70,115.226,-8.48358,POINT (115.225983 -8.483577)
'5764608310154035574',2.02E+16,-120.44,-19.83,23,115.226,-8.48392,POINT (115.226326 -8.483917)
'5764608310154035609',2.02E+16,-124.5,-20,2,115.228,-8.48697,POINT (115.228043 -8.486972999999999)
'5764608310154035627',2.02E+16,-121.11,-13.96,72,115.23,-8.48833,POINT (115.22976 -8.488331000000001)
'5764608310154035639',2.02E+16,-122.06,-17.74,83,115.229,-8.48629,POINT (115.229073 -8.486294000000001)
'5764608310154035644',2.02E+16,-122.89,-17.91,184,115.229,-8.48663,POINT (115.229416 -8.486634)
